name1,type1,ref1,strand1,left1,right1,name2,type2,ref2,strand2,left2,right2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
FarS,sRNA,NC_002505,-,2266017,2266134,VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,1250,3,true,0.0,0.0,14.366174514742722,9.06396732813049e-5,0.008141456875622987,27,0.2576,28,0.2392
VC0567,CDS_UTRS,NC_002505,-,601073,601774,Vcr001,sRNA,NC_002505,+,21901,21941,1227,9,true,0.0,0.0,26.015542099507716,0.0005429499409126898,0.034290682205767066,28,0.2584,29,0.2494
Vcr017,sRNA,NC_002505,-,350275,350367,Vcr001,sRNA,NC_002505,+,21901,21941,1174,5,true,1.0,1.0,0.6388756259427297,0.9938524074193136,1.0,28,0.3288,29,0.2504
VC0348,CDS_UTRS,NC_002505,+,370445,371757,Vcr001,sRNA,NC_002505,+,21901,21941,1166,7,true,0.0,0.0,23.397900348291188,0.021709307596801914,0.4139104778597799,28,0.2581,29,0.2358
rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,FarS,sRNA,NC_002505,-,2266017,2266134,1146,6,true,0.0,0.0,74.98989641674257,0.09036574148860443,0.6415548485856908,28,0.2522,28,0.2417
MicX,sRNA,NC_002506,-,893273,893616,OppZ,sRNA,NC_002505,+,1164273,1164325,1119,4,true,1.0,1.0,0.2593287578940964,0.005085548816880256,0.1742015959138135,28,0.2672,28,0.252
VC1760,CDS_UTRS,NC_002505,-,1897970,1901459,Vcr001,sRNA,NC_002505,+,21901,21941,1105,6,true,0.0,0.0,24.13940849915929,0.02527314833903481,0.4259904849591897,28,0.3014,29,0.2615
VcdRP,sRNA,NC_002505,-,2433387,2433692,Vcr034,sRNA,NC_002505,-,756018,756164,1072,5,true,0.0,0.0,3357.8288717236906,0.9999997581607959,1.0,28,0.2668,28,0.2407
FarS,sRNA,NC_002505,-,2266017,2266134,VCA1072,CDS_UTRS,NC_002506,-,1022807,1023541,1047,4,true,0.0,0.0,33.78887175590228,0.1093669036526244,0.67630744,28,0.2703,28,0.2292
VC0583,CDS_UTRS,NC_002505,-,612366,613376,Qrr3,sRNA,NC_002506,+,772258,772365,992,5,true,0.0,0.0,205.44356684663043,0.033763485705809795,0.4856655132486946,28,0.246,29,0.2389
atpC,CDS_UTRS,NC_002505,-,2949562,2950107,Vcr017,sRNA,NC_002505,-,350275,350367,951,5,true,0.0,0.0,179.04998231792976,0.8549391877051965,0.9792514996996342,28,0.2723,28,0.266
Vcr017,sRNA,NC_002505,-,350275,350367,FarS,sRNA,NC_002505,-,2266017,2266134,944,3,true,0.19080187276057495,0.28187847400576427,1.0310997963788027,0.3919046376742422,0.8408060220166067,28,0.2595,28,0.2521
Vcr036,sRNA,NC_002505,-,840378,840471,VrrA,sRNA,NC_002505,+,1878684,1878823,942,5,true,0.0,0.0,94.16955647666889,6.842656070657503e-18,3.4572519796997035e-15,28,0.2611,28,0.2346
VC2271,CDS_UTRS,NC_002505,-,2425321,2426424,Vcr017,sRNA,NC_002505,-,350275,350367,896,3,true,0.0,0.0,189.33982800431295,0.9996399533840647,1.0,28,0.269,27,0.2388
MicX,sRNA,NC_002506,-,893273,893616,FarS,sRNA,NC_002505,-,2266017,2266134,885,4,true,1.0,1.0,0.6359307722687344,0.3084346983768398,0.8108170633510952,28,0.2542,28,0.2542
VC2348,CDS_UTRS,NC_002505,-,2504358,2505619,Vcr017,sRNA,NC_002505,-,350275,350367,884,1,true,0.0,0.0,178.58881368967195,0.9999999027146855,1.0,28,0.2489,27,0.2455
VCA0919,CDS_UTRS,NC_002506,+,871122,871725,Vcr017,sRNA,NC_002505,-,350275,350367,877,1,true,0.0,0.0,122.508877570957,0.9814060731433222,1.0,28,0.252,28,0.2497
VC2367,CDS_UTRS,NC_002505,-,2523852,2524435,Vcr001,sRNA,NC_002505,+,21901,21941,857,5,true,0.0,0.0,25.020596789618146,0.008382910196734546,0.23530363205000718,28,0.28,29,0.2579
VC1558,CDS_UTRS,NC_002505,-,1669192,1670828,VSsrna24,sRNA,NC_002505,+,106481,106537,840,3,true,0.0,0.0,22.840366528584973,0.365716212139458,0.834898510095643,29,0.2821,28,0.2536
sucA,CDS_UTRS,NC_002505,-,2246650,2249504,Vcr001,sRNA,NC_002505,+,21901,21941,817,2,true,1.9412157391606129e-208,6.431996716840834e-207,4.712121718069351,0.0006526016153347374,0.03996690498762134,28,0.2166,28,0.2301
Vcr017,sRNA,NC_002505,-,350275,350367,GcvB,sRNA,NC_002505,-,954718,954922,802,3,true,0.0,0.0,24.78803393913066,0.9999999951707691,1.0,28,0.2631,28,0.2294
VC2095,CDS_UTRS,NC_002505,-,2255954,2257854,Vcr017,sRNA,NC_002505,-,350275,350367,801,0,true,0.0,0.0,211.93720956164725,0.9999897543692532,1.0,28,0.2597,27,0.2522
OppZ,sRNA,NC_002505,+,1164273,1164325,Vcr222,sRNA,NC_002505,-,2783840,2783908,776,5,true,2.3066988161308068e-173,6.983157279337003e-172,3.5372277628413933,1.942671125645223e-18,1.1217538128368559e-15,30,0.25,24,0.1843
FarS,sRNA,NC_002505,-,2266017,2266134,VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,775,3,true,0.0,0.0,13.638415773814607,0.019923275118753553,0.3863382095238091,28,0.2439,28,0.2439
VC0244,CDS_UTRS,NC_002505,+,250455,251558,VqmR,sRNA,NC_002506,+,1031438,1031588,765,2,true,0.0,0.0,295.74685746553604,0.22833097304657207,0.7816644747866563,28,0.2575,28,0.2484
VCA0545,CDS_UTRS,NC_002506,+,481778,483920,VSsrna24,sRNA,NC_002505,+,106481,106537,738,3,true,5.769926607969189e-160,1.697891689953451e-158,4.615081652895908,7.875001668279881e-5,0.00734909090908806,28,0.2669,28,0.2439
FarS,sRNA,NC_002505,-,2266017,2266134,rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,735,3,true,0.0,0.0,17.470055992965335,0.0622606237897254,0.5719487303592501,28,0.2816,28,0.249
MicX,sRNA,NC_002506,-,893273,893616,Vcr001,sRNA,NC_002505,+,21901,21941,726,3,true,1.0,1.0,0.2503029186927297,0.871923649296499,0.9843929866814651,28,0.2658,29,0.2727
Vcr229,sRNA,NC_002506,+,897527,897726,CarZ,sRNA,NC_002505,-,2553978,2554044,721,3,true,0.0,0.0,48.07318895605021,5.7616603138638095e-11,1.663473642045537e-8,28,0.251,28,0.2538
VSsrna24,sRNA,NC_002505,+,106481,106537,VqmR,sRNA,NC_002506,+,1031438,1031588,701,1,true,0.9999999999994909,1.0,0.7630698536557652,1.0,1.0,28,0.2468,28,0.2639
VC2467,CDS_UTRS,NC_002505,-,2649174,2649946,Vcr001,sRNA,NC_002505,+,21901,21941,683,5,true,0.0,0.0,24.33483202571021,0.00955988818717508,0.26649012450042536,28,0.2416,30,0.2518
VC0553,CDS_UTRS,NC_002505,+,586646,587107,Vcr017,sRNA,NC_002505,-,350275,350367,680,3,true,0.0,0.0,212.37679200064267,0.9405051890105407,0.9915079148906631,28,0.3015,27,0.2706
VC1492,CDS_UTRS,NC_002505,-,1597545,1602516,Vcr001,sRNA,NC_002505,+,21901,21941,672,1,true,0.0,0.0,24.080565048615505,0.001840458786332842,0.0921176790123464,29,0.2738,29,0.247
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Vcr043,sRNA,NC_002505,+,1114590,1114749,672,1,true,0.0,0.0,69.37830736414882,0.47620829451478336,0.8752841998231653,28,0.2693,28,0.2604
Vcr017,sRNA,NC_002505,-,350275,350367,VC0247,CDS_UTRS,NC_002505,+,253651,254466,666,2,true,0.0,0.0,222.7379806938461,0.9999999983061739,1.0,28,0.2988,28,0.2628
VC0731,CDS_UTRS,NC_002505,-,786499,787489,Vcr043,sRNA,NC_002505,+,1114590,1114749,665,2,true,0.0,0.0,1022.922120938114,0.24968926642303196,0.7823597014588335,28,0.2752,28,0.2226
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr001,sRNA,NC_002505,+,21901,21941,664,6,true,1.9529956652062882e-129,5.371376313194811e-128,3.6266923078174544,0.0468056305155322,0.5416063270777483,28,0.2741,29,0.256
fliD,CDS_UTRS,NC_002505,-,2293738,2295738,Vcr001,sRNA,NC_002505,+,21901,21941,653,4,true,0.0,0.0,27.079623488048995,1.2363727751452238e-11,3.844168274720765e-9,28,0.2511,29,0.2527
MicX,sRNA,NC_002506,-,893273,893616,Vcr214,sRNA,NC_002505,+,2376028,2376142,636,4,true,1.4126097486139853e-269,5.168923323624044e-268,6.819439974557731,0.0043326240631656535,0.1667853948887197,28,0.2248,28,0.1965
VCA0156,CDS_UTRS,NC_002506,-,172609,172962,Vcr017,sRNA,NC_002505,-,350275,350367,634,2,true,0.0,0.0,155.45924644860509,0.035242374156001365,0.5033557467793552,28,0.2666,28,0.2871
VSsrna24,sRNA,NC_002505,+,106481,106537,OppZ,sRNA,NC_002505,+,1164273,1164325,630,2,true,1.0,1.0,0.057173574502515756,2.1729619089164043e-12,7.319260029866754e-10,28,0.2508,28,0.2508
aphA,CDS_UTRS,NC_002505,+,2821322,2822240,VSsrna24,sRNA,NC_002505,+,106481,106537,628,3,true,1.0229711571895837e-78,2.7244700186416254e-77,2.8568888831152464,0.9996875344529526,1.0,28,0.2468,28,0.2484
MicX,sRNA,NC_002506,-,893273,893616,VCA0689,CDS_UTRS,NC_002506,-,627699,628074,627,5,true,0.0,0.0,33.730240975503435,0.12435669424250148,0.699944583941606,28,0.2408,28,0.2185
Vcr229,sRNA,NC_002506,+,897527,897726,VqmR,sRNA,NC_002506,+,1031438,1031588,617,0,true,0.017217512214362914,0.06979893198269665,1.0949056560550696,1.6459306604435498e-5,0.002016015675609948,28,0.2464,28,0.2204
FarS,sRNA,NC_002505,-,2266017,2266134,VrrA,sRNA,NC_002505,+,1878684,1878823,617,0,true,1.0,1.0,0.3079260054313147,0.23946920929867593,0.7816644747866563,28,0.2609,28,0.248
Vcr222,sRNA,NC_002505,-,2783840,2783908,Vcr001,sRNA,NC_002505,+,21901,21941,615,5,true,1.0,1.0,0.03190451320959252,0.7423987790211772,0.954141769412909,28,0.3415,28,0.2553
VC0137,CDS_UTRS,NC_002505,+,131385,132811,VSsrna24,sRNA,NC_002505,+,106481,106537,607,2,true,5.752794249120014e-264,2.0868757069221567e-262,16.341156846694076,0.9190137067809332,0.9912401200315873,28,0.2554,28,0.2323
VC0298,CDS_UTRS,NC_002505,-,304932,307171,Vcr001,sRNA,NC_002505,+,21901,21941,597,7,true,0.0,0.0,34.398384463574956,0.24574953873393507,0.7816644747866563,28,0.2596,29,0.2546
VC0604,CDS_UTRS,NC_002505,+,633758,636564,Vcr001,sRNA,NC_002505,+,21901,21941,596,3,true,0.0,0.0,24.36036413157166,0.004115609939455906,0.16150772209010458,28,0.2466,29,0.2819
VC0655,CDS_UTRS,NC_002505,+,700105,700711,Vcr017,sRNA,NC_002505,-,350275,350367,588,2,true,0.0,0.0,156.41496615831056,0.0029806999349578384,0.1341600000000005,28,0.2823,28,0.2517
CsrB,sRNA,NC_002505,-,196519,196932,VrrA,sRNA,NC_002505,+,1878684,1878823,565,2,true,0.0,0.0,535.138077021312,2.459083727245362e-9,4.969808212762877e-7,29,0.2584,28,0.2726
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr017,sRNA,NC_002505,-,350275,350367,564,1,true,1.8391220396868088e-299,6.972095083785667e-298,10.038002909885904,0.9999999522446233,1.0,28,0.2642,28,0.2695
FarS,sRNA,NC_002505,-,2266017,2266134,VqmR,sRNA,NC_002506,+,1031438,1031588,563,1,true,1.0,1.0,0.24989824372856667,0.9179248452799535,0.9912401200315873,27,0.2345,28,0.2327
VqmR,sRNA,NC_002506,+,1031438,1031588,Vcr001,sRNA,NC_002505,+,21901,21941,558,6,true,3.231492944667837e-16,7.90588506462922e-15,1.4926654394421486,0.9987297736197546,1.0,28,0.2867,29,0.2473
VC2677,CDS_UTRS,NC_002505,-,2843953,2845198,Vcr001,sRNA,NC_002505,+,21901,21941,558,1,true,0.0,0.0,26.989503239726254,0.3459211420276157,0.825391532512174,28,0.2509,29,0.2384
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,FarS,sRNA,NC_002505,-,2266017,2266134,550,2,true,1.0602815909370189e-40,2.7541141571993676e-39,1.9479443821747413,0.170944014934048,0.7265916041666666,28,0.2345,27,0.2545
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Qrr3,sRNA,NC_002506,+,772258,772365,537,2,true,0.0,0.0,42.28139773579915,0.01854274948450994,0.3863382095238091,28,0.2495,28,0.2626
VC2669,CDS_UTRS,NC_002505,-,2836660,2837210,Vcr017,sRNA,NC_002505,-,350275,350367,529,1,true,0.0,0.0,156.2213233866366,0.3731626276285823,0.834898510095643,28,0.2684,28,0.2457
VCA0892,CDS_UTRS,NC_002506,-,844999,845505,Vcr043,sRNA,NC_002505,+,1114590,1114749,521,1,true,0.0,0.0,1114.1862795318325,0.2782427012286302,0.8005405555555555,28,0.2534,28,0.2476
VC0112,CDS_UTRS,NC_002505,+,107209,108166,Vcr001,sRNA,NC_002505,+,21901,21941,520,3,true,5.57049628226679e-309,2.1505181977778583e-307,23.98515970328895,0.03263126656250129,0.4727440123499291,28,0.2942,29,0.2558
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr220,sRNA,NC_002505,+,2653872,2654007,519,3,true,0.0,0.0,1006.1326882736025,0.24466820788337473,0.7816644747866563,28,0.2582,28,0.2351
gltD_2,CDS_UTRS,NC_002505,+,2542134,2543642,Vcr001,sRNA,NC_002505,+,21901,21941,517,3,true,2.3333156945610448e-307,8.925993129738979e-306,24.029173892424403,0.000279200201026186,0.019855438596487467,28,0.234,29,0.2515
pyrH,CDS_UTRS,NC_002505,-,2413472,2414323,Vcr017,sRNA,NC_002505,-,350275,350367,517,1,true,0.0,0.0,248.9929553990686,0.2761869663921319,0.8005405555555555,28,0.2669,27,0.2418
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0278,CDS_UTRS,NC_002506,-,296306,297813,517,1,true,0.0,0.0,344.3444102301594,0.9966035305254247,1.0,28,0.2747,28,0.2456
CsrD,sRNA,NC_002506,-,783782,784129,VSsrna24,sRNA,NC_002505,+,106481,106537,516,2,true,7.526025145110323e-235,2.6391261508853534e-233,18.940703447422205,1.3773190192390905e-22,9.278539126274005e-20,28,0.2616,28,0.25
VC0249,CDS_UTRS,NC_002505,+,254753,256168,VqmR,sRNA,NC_002506,+,1031438,1031588,510,2,true,0.0,0.0,305.80468302650837,0.3893292256091439,0.8357242325608919,28,0.2922,28,0.2471
VSsrna24,sRNA,NC_002505,+,106481,106537,VadR,sRNA,NC_002506,+,3202,3285,506,0,true,1.0,1.0,0.4311108323049134,0.9999955365057235,1.0,28,0.2391,27,0.1937
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr017,sRNA,NC_002505,-,350275,350367,505,3,true,1.0,1.0,0.2144991953244462,0.9999953614825375,1.0,28,0.2436,28,0.2495
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr017,sRNA,NC_002505,-,350275,350367,504,1,true,4.2725162150531957e-218,1.4268847803923688e-216,7.261446461042149,0.36115859921211296,0.834898510095643,27,0.252,28,0.2659
MicX,sRNA,NC_002506,-,893273,893616,VSsrna24,sRNA,NC_002505,+,106481,106537,495,1,true,1.0,1.0,0.09733235977337898,0.7138116908035744,0.9523990944813719,27,0.2646,29,0.2848
VC0247,CDS_UTRS,NC_002505,+,253651,254466,Vcr017,sRNA,NC_002505,-,350275,350367,494,2,true,0.0,0.0,76.52920247385087,0.99945603820291,1.0,28,0.251,28,0.2591
VC0079,CDS_UTRS,NC_002505,+,77366,77792,Vcr017,sRNA,NC_002505,-,350275,350367,491,0,true,0.0,0.0,203.99900230191489,0.7025820084795045,0.9456617067020571,28,0.2179,28,0.2485
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr001,sRNA,NC_002505,+,21901,21941,489,3,true,5.067017586704486e-63,1.3326256253032799e-61,2.6709522504923395,0.9453912676864462,0.9915079148906631,28,0.2618,29,0.2699
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr017,sRNA,NC_002505,-,350275,350367,479,1,true,1.0,1.0,0.08404993397231689,0.6751684272151788,0.945641932893716,28,0.2651,28,0.263
Vcr083,sRNA,NC_002505,+,2472404,2472599,Spot42,sRNA,NC_002505,+,106076,106185,477,1,true,0.0,0.0,946.2137270367231,0.999555785054797,1.0,29,0.2725,28,0.2453
VCA0172,CDS_UTRS,NC_002506,-,189226,190182,Vcr214,sRNA,NC_002505,+,2376028,2376142,470,1,true,0.0,0.0,1380.9331568097077,0.918258621099763,0.9912401200315873,28,0.2489,27,0.234
grxA,CDS_UTRS,NC_002505,-,1217146,1217709,OppZ,sRNA,NC_002505,+,1164273,1164325,466,2,true,8.47981332522107e-235,2.949012766324815e-233,23.07004875875567,0.8372092862686686,0.9792514996996342,28,0.2833,28,0.2575
dnaA,CDS_UTRS,NC_002505,+,7197,8844,Vcr214,sRNA,NC_002505,+,2376028,2376142,464,0,true,0.0,0.0,1316.2693008371375,0.990004897168042,1.0,28,0.2845,28,0.2931
VC0403,CDS_UTRS,NC_002505,+,429391,430236,Vcr001,sRNA,NC_002505,+,21901,21941,461,1,true,6.384635073388784e-282,2.3775702998955753e-280,26.761736920891853,0.00014645787359681605,0.01259537712932618,27,0.2343,29,0.2321
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr043,sRNA,NC_002505,+,1114590,1114749,458,1,true,3.4969402015796843e-12,8.408642496141322e-11,1.4333787893387437,0.9999999967929972,1.0,28,0.2489,28,0.2118
CarZ,sRNA,NC_002505,-,2553978,2554044,Vcr001,sRNA,NC_002505,+,21901,21941,456,3,true,7.310130256649451e-109,1.9974693584403175e-107,4.349914892766925,0.00022250750458153515,0.017634810461148336,29,0.3443,29,0.2719
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr017,sRNA,NC_002505,-,350275,350367,456,0,true,1.0,1.0,0.3177727048670099,7.191502131426137e-9,1.384192934058307e-6,28,0.2741,28,0.2785
Vcr067,sRNA,NC_002505,+,1801887,1802121,Vcr214,sRNA,NC_002505,+,2376028,2376142,451,1,true,0.0,0.0,1273.0074198895688,0.066165905117279,0.5987756615384614,28,0.2661,27,0.2262
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr043,sRNA,NC_002505,+,1114590,1114749,449,0,true,1.0,1.0,0.5837529661726996,0.9999999892956787,1.0,28,0.2673,28,0.2383
Vcr017,sRNA,NC_002505,-,350275,350367,VrrA,sRNA,NC_002505,+,1878684,1878823,443,1,true,2.7186971236574328e-31,6.809688985922904e-30,1.8705950112858647,1.0,1.0,28,0.2664,28,0.2641
FarS,sRNA,NC_002505,-,2266017,2266134,VadR,sRNA,NC_002506,+,3202,3285,437,1,true,1.0,1.0,0.15357018526732263,0.9344205935678666,0.9915079148906631,28,0.2632,28,0.2654
VC2217,CDS_UTRS,NC_002505,-,2371285,2374336,Vcr017,sRNA,NC_002505,-,350275,350367,430,0,true,0.0,0.0,147.93488274601467,0.9916001504750505,1.0,28,0.2581,28,0.2512
Vcr228,sRNA,NC_002506,+,787266,787431,Vcr229,sRNA,NC_002506,+,897527,897726,417,1,true,0.0,0.0,51.43259382139311,8.847049084762045e-9,1.6254442000276448e-6,29,0.2686,28,0.307
VSsrna24,sRNA,NC_002505,+,106481,106537,VrrA,sRNA,NC_002505,+,1878684,1878823,413,2,true,1.0,1.0,0.4825462737277948,0.9999410386080454,1.0,29,0.23,28,0.23
VC1354:VC1350,IGR,NC_002505,-,1441390,1444611,Vcr001,sRNA,NC_002505,+,21901,21941,413,3,true,3.654796612611843e-254,1.3144772774248407e-252,27.381030835855743,0.570525575818337,0.9041862523973917,28,0.2567,29,0.2082
Vcr017,sRNA,NC_002505,-,350275,350367,VqmR,sRNA,NC_002506,+,1031438,1031588,412,0,true,3.8624756073917397e-16,9.39496956988696e-15,1.5518044006088973,0.9913024608538903,1.0,28,0.2476,28,0.2306
recR,CDS_UTRS,NC_002505,+,1125183,1125985,OppZ,sRNA,NC_002505,+,1164273,1164325,411,1,true,3.231216685411231e-226,1.105443887171582e-224,34.616013701981316,1.6058743579257656e-10,3.81820244396232e-8,28,0.2555,28,0.2214
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0919,CDS_UTRS,NC_002506,+,871122,871725,410,2,true,0.0,0.0,118.8707575224838,0.9446732888536046,0.9915079148906631,28,0.2854,28,0.2976
VC0036,CDS_UTRS,NC_002505,-,34311,35935,Vcr001,sRNA,NC_002505,+,21901,21941,408,1,true,4.468094714346942e-253,1.5933680133874517e-251,28.29131376847127,0.006632791967796614,0.21110035538451902,29,0.2475,29,0.2549
VC2059,CDS_UTRS,NC_002505,-,2214137,2214661,VSsrna24,sRNA,NC_002505,+,106481,106537,407,1,true,9.787511567103665e-74,2.5903049480737245e-72,3.7972010306445876,0.0001549753228968157,0.013050213648936021,28,0.2604,29,0.2776
