name1,type1,ref1,strand1,left1,right1,name2,type2,ref2,strand2,left2,right2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
VC2348,CDS_UTRS,NC_002505,-,2504358,2505619,Vcr017,sRNA,NC_002505,-,350275,350367,808,0,true,0.0,0.0,114.9402030855325,0.9999997098306606,1.0,28,0.25,28,0.25
sucA,CDS_UTRS,NC_002505,-,2246650,2249504,Vcr001,sRNA,NC_002505,+,21901,21941,791,0,true,9.249046071989974e-201,3.138849493722582e-200,4.696677655701846,0.0009417829152664449,0.0081300851664838,28,0.2238,29,0.2339
Vcr017,sRNA,NC_002505,-,350275,350367,GcvB,sRNA,NC_002505,-,954718,954922,742,0,true,0.0,0.0,22.486944828461876,0.9999999395401482,1.0,28,0.2601,29,0.2399
VC2095,CDS_UTRS,NC_002505,-,2255954,2257854,Vcr017,sRNA,NC_002505,-,350275,350367,736,0,true,0.0,0.0,134.47922957970775,0.9999988577402399,1.0,29,0.2554,28,0.2595
FarS,sRNA,NC_002505,-,2266017,2266134,VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,719,0,true,1.2831066468731628e-271,4.893973139843657e-271,9.164863316875033,0.04220160332303956,0.19834753561828594,28,0.2448,28,0.2503
VCA0545,CDS_UTRS,NC_002506,+,481778,483920,VSsrna24,sRNA,NC_002505,+,106481,106537,710,0,true,2.1395551177766628e-150,6.494001801139026e-150,4.498465765316029,0.0002565935332392289,0.002524164292097531,28,0.2662,28,0.2479
VC0244,CDS_UTRS,NC_002505,+,250455,251558,VqmR,sRNA,NC_002506,+,1031438,1031588,710,0,true,0.0,0.0,228.61239729570067,0.4032740023087304,0.7644845925925926,29,0.2465,28,0.2437
MicX,sRNA,NC_002506,-,893273,893616,Vcr001,sRNA,NC_002505,+,21901,21941,692,0,true,1.0,1.0,0.24123592267235408,0.8558327991867948,1.0,28,0.263,29,0.263
FarS,sRNA,NC_002505,-,2266017,2266134,rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,669,0,true,8.802569313100012e-283,3.449006703587368e-282,11.600921170779856,0.08378015386891613,0.3312056550145002,28,0.2855,29,0.2511
VC2467,CDS_UTRS,NC_002505,-,2649174,2649946,Vcr001,sRNA,NC_002505,+,21901,21941,663,0,true,0.0,0.0,23.4844555597125,0.013008532549925884,0.082128496546547,28,0.2398,30,0.2428
Vcr229,sRNA,NC_002506,+,897527,897726,CarZ,sRNA,NC_002505,-,2553978,2554044,662,0,true,0.0,0.0,39.88134628398957,8.482117399660888e-10,1.9932975889203087e-8,28,0.2553,29,0.2523
VSsrna24,sRNA,NC_002505,+,106481,106537,VqmR,sRNA,NC_002506,+,1031438,1031588,661,0,true,1.0,1.0,0.6797268571256851,1.0,1.0,29,0.2451,29,0.2648
VC1492,CDS_UTRS,NC_002505,-,1597545,1602516,Vcr001,sRNA,NC_002505,+,21901,21941,658,0,true,0.0,0.0,23.870776941788126,0.001534274842288083,0.012480735736304984,29,0.2766,29,0.2477
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr001,sRNA,NC_002505,+,21901,21941,641,0,true,3.1926549953831032e-124,9.17356202006745e-124,3.6138773776708684,0.060317031043081365,0.2577182235477113,28,0.2793,29,0.2527
fliD,CDS_UTRS,NC_002505,-,2293738,2295738,Vcr001,sRNA,NC_002505,+,21901,21941,637,0,true,0.0,0.0,25.93140073061522,1.7374575722250223e-11,5.85160337543579e-10,28,0.2512,29,0.2496
VC0731,CDS_UTRS,NC_002505,-,786499,787489,Vcr043,sRNA,NC_002505,+,1114590,1114749,630,0,true,0.0,0.0,782.5026873302081,0.2988585965414623,0.6688740017832727,28,0.273,28,0.227
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Vcr043,sRNA,NC_002505,+,1114590,1114749,623,0,true,0.0,0.0,66.29677381333951,0.6713190924752205,0.9628899096774194,29,0.2761,28,0.2665
VC0553,CDS_UTRS,NC_002505,+,586646,587107,Vcr017,sRNA,NC_002505,-,350275,350367,622,0,true,0.0,0.0,130.67410445582277,0.9260391497408167,1.0,29,0.3039,28,0.2765
Vcr017,sRNA,NC_002505,-,350275,350367,VC0247,CDS_UTRS,NC_002505,+,253651,254466,615,0,true,0.0,0.0,150.81940503385442,0.9999999855807462,1.0,29,0.2927,28,0.265
MicX,sRNA,NC_002506,-,893273,893616,VCA0689,CDS_UTRS,NC_002506,-,627699,628074,596,0,true,0.0,0.0,32.406403674865174,0.2348873743467142,0.6469149202453987,28,0.2466,28,0.2282
Vcr222,sRNA,NC_002505,-,2783840,2783908,Vcr001,sRNA,NC_002505,+,21901,21941,595,0,true,1.0,1.0,0.0317853193121143,0.7478918969257171,0.9886196012486822,29,0.3429,29,0.2538
aphA,CDS_UTRS,NC_002505,+,2821322,2822240,VSsrna24,sRNA,NC_002505,+,106481,106537,591,0,true,7.262316862441119e-66,2.0193926243304015e-65,2.643905608090008,0.9984111026065593,1.0,28,0.2504,28,0.2538
VSsrna24,sRNA,NC_002505,+,106481,106537,OppZ,sRNA,NC_002505,+,1164273,1164325,590,0,true,1.0,1.0,0.05109350847317129,4.962916755332865e-12,1.908467079550729e-10,29,0.2492,28,0.2542
MicX,sRNA,NC_002506,-,893273,893616,Vcr214,sRNA,NC_002505,+,2376028,2376142,590,1,true,9.271756613190587e-243,3.444937155418227e-242,6.543016246739632,0.010650656034329277,0.06826102276547401,28,0.2203,28,0.2
VC0298,CDS_UTRS,NC_002505,-,304932,307171,Vcr001,sRNA,NC_002505,+,21901,21941,588,0,true,0.0,0.0,35.8823878512533,0.2522052218121624,0.6481999012550467,28,0.2619,29,0.2551
VCA0156,CDS_UTRS,NC_002506,-,172609,172962,Vcr017,sRNA,NC_002505,-,350275,350367,583,0,true,0.0,0.0,114.62750102594885,0.04595166346137267,0.21127775700174609,29,0.259,28,0.2847
FarS,sRNA,NC_002505,-,2266017,2266134,VrrA,sRNA,NC_002505,+,1878684,1878823,581,0,true,1.0,1.0,0.309797405928892,0.2563788477498239,0.6493907341208114,29,0.2582,28,0.2427
VC0604,CDS_UTRS,NC_002505,+,633758,636564,Vcr001,sRNA,NC_002505,+,21901,21941,573,0,true,0.0,0.0,23.145524243947985,0.005871375519528206,0.04209477702983782,28,0.2496,29,0.2757
VC0137,CDS_UTRS,NC_002505,+,131385,132811,VSsrna24,sRNA,NC_002505,+,106481,106537,572,0,true,1.2407504325587733e-236,4.5318935290917905e-236,14.088002407205058,0.8943943385359803,1.0,29,0.2535,29,0.2308
Vcr229,sRNA,NC_002506,+,897527,897726,VqmR,sRNA,NC_002506,+,1031438,1031588,565,0,true,0.09266965844980384,0.13539194166734053,1.0610216603299412,0.00021610787096110887,0.002229600717476806,28,0.2496,28,0.2177
VC0655,CDS_UTRS,NC_002505,+,700105,700711,Vcr017,sRNA,NC_002505,-,350275,350367,547,0,true,0.0,0.0,114.53978736683547,0.007331785824835727,0.050021700062992135,29,0.2815,29,0.2523
VC2677,CDS_UTRS,NC_002505,-,2843953,2845198,Vcr001,sRNA,NC_002505,+,21901,21941,543,0,true,0.0,0.0,25.350435055320194,0.3365411657794997,0.6957323300970875,29,0.2486,29,0.2413
VqmR,sRNA,NC_002506,+,1031438,1031588,Vcr001,sRNA,NC_002505,+,21901,21941,536,0,true,1.0061334790416289e-7,2.4779630255253835e-7,1.2925005402741214,0.9990915520358244,1.0,28,0.2873,29,0.25
CsrB,sRNA,NC_002505,-,196519,196932,VrrA,sRNA,NC_002505,+,1878684,1878823,536,0,true,0.0,0.0,431.08846807733005,3.874743123453041e-8,7.45007427827562e-7,29,0.2631,28,0.2705
OppZ,sRNA,NC_002505,+,1164273,1164325,Vcr222,sRNA,NC_002505,-,2783840,2783908,530,0,true,2.702927366454752e-13,6.852715852599988e-13,1.4094388419396815,1.4288450629475836e-30,1.0073357693780464e-28,28,0.2906,28,0.2491
FarS,sRNA,NC_002505,-,2266017,2266134,VqmR,sRNA,NC_002506,+,1031438,1031588,528,0,true,1.0,1.0,0.2517653385495411,0.9550637953145228,1.0,28,0.2424,28,0.233
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr017,sRNA,NC_002505,-,350275,350367,526,0,true,6.417970278004427e-278,2.492022693531449e-277,9.882972272502244,0.9999999072108052,1.0,28,0.2643,28,0.2738
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,FarS,sRNA,NC_002505,-,2266017,2266134,522,0,true,4.876058998207813e-34,1.2972724865602268e-33,1.8556744821370676,0.3431883968305476,0.7012980283059016,28,0.2375,28,0.2548
VC0112,CDS_UTRS,NC_002505,+,107209,108166,Vcr001,sRNA,NC_002505,+,21901,21941,502,0,true,4.488833989258984e-294,1.825176839028889e-293,23.06107025268294,0.02972309994788089,0.16328404257082618,28,0.2948,29,0.249
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Qrr3,sRNA,NC_002506,+,772258,772365,498,0,true,0.0,0.0,39.612165080897746,0.015456646665053971,0.09340230770454043,28,0.239,29,0.2631
gltD_2,CDS_UTRS,NC_002505,+,2542134,2543642,Vcr001,sRNA,NC_002505,+,21901,21941,497,0,true,9.567427343552508e-290,3.8181122083991954e-289,22.65529102853723,0.00035216193403980284,0.003310322179974147,29,0.2334,29,0.2515
VC2669,CDS_UTRS,NC_002505,-,2836660,2837210,Vcr017,sRNA,NC_002505,-,350275,350367,492,0,true,0.0,0.0,115.62473943338352,0.2528439331136707,0.6481999012550467,29,0.2683,28,0.252
VCA0892,CDS_UTRS,NC_002506,-,844999,845505,Vcr043,sRNA,NC_002505,+,1114590,1114749,485,0,true,0.0,0.0,885.9246467274936,0.3454179356968279,0.702460513460376,28,0.2557,29,0.2598
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr220,sRNA,NC_002505,+,2653872,2654007,482,0,true,0.0,0.0,773.8017957827203,0.33396686856140106,0.6957323300970875,29,0.2552,28,0.2469
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0278,CDS_UTRS,NC_002506,-,296306,297813,479,0,true,0.0,0.0,230.76284716097598,0.9967479200115371,1.0,28,0.2756,28,0.2484
CsrD,sRNA,NC_002506,-,783782,784129,VSsrna24,sRNA,NC_002505,+,106481,106537,478,1,true,2.4245785189322443e-204,8.359946733278378e-204,15.432096424507344,7.687706366325749e-20,4.0648747411947394e-18,28,0.2636,29,0.2552
VC0249,CDS_UTRS,NC_002505,+,254753,256168,VqmR,sRNA,NC_002506,+,1031438,1031588,475,0,true,0.0,0.0,252.5733981137398,0.4061684664409677,0.7644845925925926,29,0.2926,28,0.2463
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr001,sRNA,NC_002505,+,21901,21941,471,0,true,3.39807057512346e-60,9.269420366317793e-60,2.6585614946512957,0.9503742826610777,1.0,28,0.2654,29,0.2696
pyrH,CDS_UTRS,NC_002505,-,2413472,2414323,Vcr017,sRNA,NC_002505,-,350275,350367,469,0,true,0.0,0.0,127.66551982973141,0.278472006712617,0.6628658823529412,29,0.2665,28,0.2409
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr017,sRNA,NC_002505,-,350275,350367,468,0,true,1.0,1.0,0.18778270866970298,0.9999984733645403,1.0,29,0.2372,28,0.2479
VSsrna24,sRNA,NC_002505,+,106481,106537,VadR,sRNA,NC_002506,+,3202,3285,468,0,true,1.0,1.0,0.37879685397291035,0.9999949839388291,1.0,29,0.2372,28,0.1987
MicX,sRNA,NC_002506,-,893273,893616,VSsrna24,sRNA,NC_002505,+,106481,106537,467,0,true,1.0,1.0,0.09386620625068412,0.7590027084856514,1.0,28,0.2634,29,0.2848
VC0247,CDS_UTRS,NC_002505,+,253651,254466,Vcr017,sRNA,NC_002505,-,350275,350367,464,0,true,0.0,0.0,56.20265809407989,0.9997202990838645,1.0,28,0.2522,28,0.2565
VC0079,CDS_UTRS,NC_002505,+,77366,77792,Vcr017,sRNA,NC_002505,-,350275,350367,453,0,true,0.0,0.0,126.9029713999282,0.6146117843417156,0.9329592676056339,28,0.2208,29,0.2384
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr017,sRNA,NC_002505,-,350275,350367,450,0,true,3.018355077665778e-185,9.930618614304963e-185,6.737663565146082,0.1349830741171087,0.4495892941065904,28,0.2533,29,0.2756
Vcr083,sRNA,NC_002505,+,2472404,2472599,Spot42,sRNA,NC_002505,+,106076,106185,449,1,true,0.0,0.0,744.5368096510529,0.9992456158602281,1.0,29,0.2717,28,0.2472
CarZ,sRNA,NC_002505,-,2553978,2554044,Vcr001,sRNA,NC_002505,+,21901,21941,448,0,true,1.1308979820361907e-102,3.185732223905871e-102,4.184552072090025,0.00024391963671103448,0.00245661919830399,29,0.3504,29,0.2746
VC0403,CDS_UTRS,NC_002505,+,429391,430236,Vcr001,sRNA,NC_002505,+,21901,21941,448,0,true,3.248584593071558e-272,1.2501249639409298e-271,26.469575916747438,9.440932983748805e-5,0.0010509249084541432,28,0.2388,29,0.2321
grxA,CDS_UTRS,NC_002505,-,1217146,1217709,OppZ,sRNA,NC_002505,+,1164273,1164325,438,0,true,1.319500650936955e-216,4.700039508709319e-216,20.24556735011175,0.7850905706253195,1.0,29,0.2808,29,0.2648
dnaA,CDS_UTRS,NC_002505,+,7197,8844,Vcr214,sRNA,NC_002505,+,2376028,2376142,438,0,true,0.0,0.0,1059.7495831546132,0.9756356734895563,1.0,29,0.2854,29,0.2991
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr043,sRNA,NC_002505,+,1114590,1114749,435,0,true,2.242590156302915e-6,5.491797485037251e-6,1.2757493295703597,0.9999999958188653,1.0,29,0.246,29,0.2138
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr017,sRNA,NC_002505,-,350275,350367,434,0,true,1.0,1.0,0.0817782640815913,0.5520663601473705,0.8740668340976331,29,0.2627,28,0.265
VCA0172,CDS_UTRS,NC_002506,-,189226,190182,Vcr214,sRNA,NC_002505,+,2376028,2376142,432,0,true,0.0,0.0,1057.0310338585334,0.9457100533270077,1.0,29,0.2477,28,0.2361
Vcr067,sRNA,NC_002505,+,1801887,1802121,Vcr214,sRNA,NC_002505,+,2376028,2376142,420,0,true,0.0,0.0,969.6632852034261,0.09154548268666299,0.35825829854435703,29,0.2667,28,0.219
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr017,sRNA,NC_002505,-,350275,350367,420,0,true,1.0,1.0,0.31033055174191393,8.153356117414676e-9,1.6423188750792418e-7,28,0.2762,29,0.2786
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr043,sRNA,NC_002505,+,1114590,1114749,417,0,true,1.0,1.0,0.5754346114829705,0.9999999746464371,1.0,28,0.2758,29,0.2374
Vcr017,sRNA,NC_002505,-,350275,350367,VrrA,sRNA,NC_002505,+,1878684,1878823,409,0,true,1.6033185419417108e-23,4.137905937586092e-23,1.7375614536941582,1.0,1.0,28,0.2641,28,0.2689
VC1354:VC1350,IGR,NC_002505,-,1441390,1444611,Vcr001,sRNA,NC_002505,+,21901,21941,402,0,true,1.7051706566676742e-243,6.390683069771893e-243,26.057415133839168,0.4667557258736614,0.8091707870678637,29,0.2537,29,0.2065
VC2217,CDS_UTRS,NC_002505,-,2371285,2374336,Vcr017,sRNA,NC_002505,-,350275,350367,400,0,true,0.0,0.0,111.79696700186813,0.9851777800113268,1.0,28,0.265,28,0.2575
VC0036,CDS_UTRS,NC_002505,-,34311,35935,Vcr001,sRNA,NC_002505,+,21901,21941,396,0,true,1.245986751370614e-241,4.589917007185766e-241,26.83304717909987,0.008260491386652642,0.055463299310382026,29,0.25,29,0.2576
FarS,sRNA,NC_002505,-,2266017,2266134,VadR,sRNA,NC_002506,+,3202,3285,394,0,true,1.0,1.0,0.14941032521361852,0.9768896815384697,1.0,29,0.2589,28,0.2614
VC2529,CDS_UTRS,NC_002505,+,2711883,2713373,Vcr001,sRNA,NC_002505,+,21901,21941,393,0,true,3.8565941304402094e-234,1.3968000590081767e-233,24.408996065258467,0.017603643345980524,0.10200467308698304,29,0.2646,30,0.2952
recR,CDS_UTRS,NC_002505,+,1125183,1125985,OppZ,sRNA,NC_002505,+,1164273,1164325,388,0,true,6.642596584292783e-205,2.3088380063146687e-204,26.153856170361365,9.932211237861742e-11,3.0009466811539407e-9,29,0.2603,29,0.2191
VSsrna24,sRNA,NC_002505,+,106481,106537,VrrA,sRNA,NC_002505,+,1878684,1878823,386,0,true,1.0,1.0,0.42422232466339227,0.9999628088507915,1.0,29,0.2228,28,0.2306
VC2059,CDS_UTRS,NC_002505,-,2214137,2214661,VSsrna24,sRNA,NC_002505,+,106481,106537,382,0,true,2.5209945774459875e-65,6.965055531277055e-65,3.5978117785006134,0.0002629526939116142,0.0025279315801048363,29,0.2644,29,0.2749
Vcr228,sRNA,NC_002506,+,787266,787431,Vcr229,sRNA,NC_002506,+,897527,897726,381,0,true,0.0,0.0,37.11567179363314,6.1372454528759336e-9,1.2980274132832599e-7,29,0.273,28,0.315
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0919,CDS_UTRS,NC_002506,+,871122,871725,373,0,true,0.0,0.0,74.2655188948462,0.78482706781936,1.0,28,0.2815,28,0.2895
