name1,type1,ref1,strand1,left1,right1,name2,type2,ref2,strand2,left2,right2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
VC1337,CDS_UTRS,NC_002505,+,1420725,1421993,Spot42,sRNA,NC_002505,+,106076,106185,3031,12,true,0.0,0.0,2776.332736743687,0.20060046968942838,0.7903598960050731,28,0.2633,28,0.2517
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr001,sRNA,NC_002505,+,21901,21941,2837,16,true,0.0,0.0,14.117682575969223,0.016466303063456117,0.43202379353330916,28,0.2774,29,0.2577
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,Vcr001,sRNA,NC_002505,+,21901,21941,2731,17,true,0.0,0.0,13.159461604403457,3.331629423442257e-6,0.0006039335518494419,28,0.2607,29,0.2574
VCA1097,CDS_UTRS,NC_002506,-,1052859,1053364,VqmR,sRNA,NC_002506,+,1031438,1031588,2584,6,true,0.0,0.0,491.0503710088072,4.632261836737854e-8,1.0657765502833016e-5,28,0.2546,28,0.243
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr001,sRNA,NC_002505,+,21901,21941,2515,18,true,1.0,1.0,0.3822422369998373,0.945079473936939,0.9873300043699266,29,0.2716,29,0.2632
VC1461,CDS_UTRS,NC_002505,-,1570993,1571309,Vcr096,sRNA,NC_002506,-,243936,243986,2465,10,true,0.0,0.0,6582.453745767243,2.1581629796453018e-14,8.606753962825463e-12,28,0.2682,27,0.2531
VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,FarS,sRNA,NC_002505,-,2266017,2266134,2183,3,true,0.0,0.0,73.28150312828427,8.723849044549515e-5,0.00998741906638436,28,0.2524,28,0.2464
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr001,sRNA,NC_002505,+,21901,21941,2179,14,true,1.0,1.0,0.13058653376296722,2.2005110049325938e-5,0.0032105992271967746,28,0.2685,29,0.2721
VC1149,CDS_UTRS,NC_002505,-,1220318,1222019,Vcr001,sRNA,NC_002505,+,21901,21941,2103,10,true,0.0,0.0,26.586858534882055,0.46042820908598553,0.8905280622140895,28,0.2929,29,0.2658
VC1898,CDS_UTRS,NC_002505,+,2044294,2046597,VSsrna24,sRNA,NC_002505,+,106481,106537,1915,9,true,0.0,0.0,9.446163225197555,0.9999999998932773,1.0,29,0.2695,28,0.2543
rpoB,CDS_UTRS,NC_002505,+,340254,344451,Vcr017,sRNA,NC_002505,-,350275,350367,1740,6,true,0.0,0.0,193.77449015043044,0.9999999999124386,1.0,28,0.2736,28,0.2644
Vcr017,sRNA,NC_002505,-,350275,350367,VSsrna24,sRNA,NC_002505,+,106481,106537,1736,7,true,1.0,1.0,0.5837841372314493,0.9999999999995304,1.0,28,0.2811,29,0.2679
VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,FarS,sRNA,NC_002505,-,2266017,2266134,1632,7,true,0.0,0.0,81.44209171639973,0.2551384252970203,0.8367434586019544,28,0.2659,27,0.2408
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr228,sRNA,NC_002506,+,787266,787431,1621,5,true,0.0,0.0,53.58426158679336,1.1000722631047774e-29,9.400903254132541e-27,28,0.2603,28,0.2591
VC2469,CDS_UTRS,NC_002505,+,2650006,2652058,Vcr017,sRNA,NC_002505,-,350275,350367,1581,3,true,0.0,0.0,144.85832680279145,1.0,1.0,28,0.2587,27,0.229
QrrX,sRNA,NC_002506,-,776823,776968,Qrr3,sRNA,NC_002506,+,772258,772365,1452,8,true,0.0,0.0,149.07356224625562,1.4754301779529958e-83,1.7652046649029645e-80,28,0.2624,29,0.25
VC0305,CDS_UTRS,NC_002505,-,316344,317860,VqmR,sRNA,NC_002506,+,1031438,1031588,1371,6,true,0.0,0.0,384.40404723314805,0.9976158857506227,1.0,28,0.275,28,0.2597
VC0671,CDS_UTRS,NC_002505,+,716880,717661,Vcr017,sRNA,NC_002505,-,350275,350367,1259,5,true,0.0,0.0,204.21526982899377,0.9988892460275676,1.0,28,0.2605,28,0.2367
FarS,sRNA,NC_002505,-,2266017,2266134,VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,1254,4,true,0.0,0.0,14.441345146462146,0.0012219991624405988,0.08599998811434896,27,0.2584,28,0.2408
VC0567,CDS_UTRS,NC_002505,-,601073,601774,Vcr001,sRNA,NC_002505,+,21901,21941,1234,9,true,0.0,0.0,26.216407802000475,0.0005651322304900152,0.046953069483212095,28,0.2618,29,0.252
Vcr017,sRNA,NC_002505,-,350275,350367,Vcr001,sRNA,NC_002505,+,21901,21941,1178,5,true,1.0,1.0,0.6416284578280989,0.999359055699984,1.0,28,0.3302,29,0.2504
VC0348,CDS_UTRS,NC_002505,+,370445,371757,Vcr001,sRNA,NC_002505,+,21901,21941,1171,8,true,0.0,0.0,23.168966103861777,5.3726870395673845e-6,0.0009182689677340598,28,0.2605,29,0.2383
rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,FarS,sRNA,NC_002505,-,2266017,2266134,1147,6,true,0.0,0.0,76.58530309931838,0.13662124168141931,0.7527182806707853,28,0.2528,28,0.2424
MicX,sRNA,NC_002506,-,893273,893616,OppZ,sRNA,NC_002505,+,1164273,1164325,1121,4,true,1.0,1.0,0.26325665706792484,4.053815864439716e-11,1.4264662647693165e-8,28,0.2676,28,0.2525
VC1760,CDS_UTRS,NC_002505,-,1897970,1901459,Vcr001,sRNA,NC_002505,+,21901,21941,1111,7,true,0.0,0.0,23.55859281528663,0.03854432589909447,0.5754886779661015,28,0.3006,29,0.2628
VcdRP,sRNA,NC_002505,-,2433387,2433692,Vcr034,sRNA,NC_002505,-,756018,756164,1073,5,true,0.0,0.0,3402.194071330507,0.999999989130265,1.0,28,0.2665,28,0.2414
FarS,sRNA,NC_002505,-,2266017,2266134,VCA1072,CDS_UTRS,NC_002506,-,1022807,1023541,1050,4,true,0.0,0.0,34.5501533878475,0.10419076103502276,0.7351477531380751,28,0.2714,28,0.2295
VC0583,CDS_UTRS,NC_002505,-,612366,613376,Qrr3,sRNA,NC_002506,+,772258,772365,998,8,true,0.0,0.0,168.3373116077099,0.018233789997188433,0.4597132355212363,28,0.2485,29,0.2415
atpC,CDS_UTRS,NC_002505,-,2949562,2950107,Vcr017,sRNA,NC_002505,-,350275,350367,953,5,true,0.0,0.0,178.51060430373855,0.6200421022695874,0.9241281846457665,28,0.2728,28,0.2655
Vcr036,sRNA,NC_002505,-,840378,840471,VrrA,sRNA,NC_002505,+,1878684,1878823,946,5,true,0.0,0.0,95.16076887282863,9.60869960202913e-31,9.579873503223042e-28,28,0.2643,28,0.2368
Vcr017,sRNA,NC_002505,-,350275,350367,FarS,sRNA,NC_002505,-,2266017,2266134,944,3,true,0.07144688291449072,0.14273604644064924,1.0524551957144177,0.9906029533999386,1.0,28,0.2595,28,0.2521
VC2271,CDS_UTRS,NC_002505,-,2425321,2426424,Vcr017,sRNA,NC_002505,-,350275,350367,898,3,true,0.0,0.0,190.70448763894694,0.9999660359802898,1.0,28,0.2706,27,0.2405
MicX,sRNA,NC_002506,-,893273,893616,FarS,sRNA,NC_002505,-,2266017,2266134,886,4,true,1.0,1.0,0.6523054399375573,0.15626417569632048,0.7761588820435761,28,0.2551,28,0.2551
VC2348,CDS_UTRS,NC_002505,-,2504358,2505619,Vcr017,sRNA,NC_002505,-,350275,350367,884,1,true,0.0,0.0,177.53075972720535,0.9999999988735985,1.0,28,0.2489,27,0.2455
VCA0919,CDS_UTRS,NC_002506,+,871122,871725,Vcr017,sRNA,NC_002505,-,350275,350367,879,1,true,0.0,0.0,123.39870969149325,0.8197579617211525,0.965952733216579,28,0.2514,28,0.2503
VC2367,CDS_UTRS,NC_002505,-,2523852,2524435,Vcr001,sRNA,NC_002505,+,21901,21941,863,6,true,0.0,0.0,25.213341204340345,0.010928595129040267,0.3735706060681079,28,0.2816,29,0.2596
VC1558,CDS_UTRS,NC_002505,-,1669192,1670828,VSsrna24,sRNA,NC_002505,+,106481,106537,842,4,true,0.0,0.0,22.937800982796144,0.09620656566596972,0.7070118867491779,29,0.2838,28,0.2553
sucA,CDS_UTRS,NC_002505,-,2246650,2249504,Vcr001,sRNA,NC_002505,+,21901,21941,824,3,true,2.8305336422023837e-212,1.6010205913707234e-210,4.756203409987054,0.037170173553830836,0.5754886779661015,28,0.2209,28,0.2342
Vcr017,sRNA,NC_002505,-,350275,350367,GcvB,sRNA,NC_002505,-,954718,954922,803,4,true,0.0,0.0,24.927843714781933,0.9999890394678411,1.0,28,0.2628,28,0.2304
VC2095,CDS_UTRS,NC_002505,-,2255954,2257854,Vcr017,sRNA,NC_002505,-,350275,350367,802,0,true,0.0,0.0,210.2484854146005,0.9999998185057133,1.0,28,0.2594,27,0.2519
OppZ,sRNA,NC_002505,+,1164273,1164325,Vcr222,sRNA,NC_002505,-,2783840,2783908,787,14,true,3.9997503576755536e-184,2.0984197528674644e-182,3.667840054866156,1.0442272592619104e-98,1.561641866226187e-95,30,0.2579,24,0.1919
FarS,sRNA,NC_002505,-,2266017,2266134,VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,775,3,true,0.0,0.0,13.64417767083669,0.07998127685530315,0.6738704199273571,28,0.2439,28,0.2439
VC0244,CDS_UTRS,NC_002505,+,250455,251558,VqmR,sRNA,NC_002506,+,1031438,1031588,766,2,true,0.0,0.0,289.9222741541673,0.11220495780430978,0.7351477531380751,28,0.2572,28,0.248
VCA0545,CDS_UTRS,NC_002506,+,481778,483920,VSsrna24,sRNA,NC_002505,+,106481,106537,745,4,true,5.842114259512689e-164,2.9578256810399906e-162,4.678942322356385,4.871666229229897e-6,0.0008571266877427425,28,0.2725,28,0.2483
FarS,sRNA,NC_002505,-,2266017,2266134,rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,738,3,true,0.0,0.0,17.56978462232017,0.18902381386578596,0.7903598960050731,28,0.2832,28,0.2507
MicX,sRNA,NC_002506,-,893273,893616,Vcr001,sRNA,NC_002505,+,21901,21941,727,3,true,1.0,1.0,0.2517660101494762,0.9985030751576146,1.0,28,0.2669,29,0.2724
Vcr229,sRNA,NC_002506,+,897527,897726,CarZ,sRNA,NC_002505,-,2553978,2554044,722,3,true,0.0,0.0,49.5406116411955,1.700788161791107e-15,8.478428986528668e-13,28,0.2521,28,0.2535
VSsrna24,sRNA,NC_002505,+,106481,106537,VqmR,sRNA,NC_002506,+,1031438,1031588,705,3,true,0.9999999999997613,1.0,0.7608356415987612,1.0,1.0,28,0.2496,28,0.2652
VC2467,CDS_UTRS,NC_002505,-,2649174,2649946,Vcr001,sRNA,NC_002505,+,21901,21941,689,6,true,0.0,0.0,23.574473484332035,0.043996999108650535,0.6025041219512194,28,0.2467,29,0.2569
VC0553,CDS_UTRS,NC_002505,+,586646,587107,Vcr017,sRNA,NC_002505,-,350275,350367,681,4,true,0.0,0.0,203.40621830412198,0.9885686105300021,1.0,28,0.301,27,0.2702
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Vcr043,sRNA,NC_002505,+,1114590,1114749,675,1,true,0.0,0.0,67.08797958387312,0.2947631996487008,0.8412564218981528,28,0.2711,28,0.2637
VC1492,CDS_UTRS,NC_002505,-,1597545,1602516,Vcr001,sRNA,NC_002505,+,21901,21941,674,1,true,0.0,0.0,23.722607463984858,0.013191498254419029,0.40780966844163774,29,0.2745,29,0.2478
Vcr017,sRNA,NC_002505,-,350275,350367,VC0247,CDS_UTRS,NC_002505,+,253651,254466,668,3,true,0.0,0.0,221.3325000642646,0.9999999999897283,1.0,28,0.3009,28,0.265
VC0731,CDS_UTRS,NC_002505,-,786499,787489,Vcr043,sRNA,NC_002505,+,1114590,1114749,667,2,true,0.0,0.0,1047.2709865364395,0.4164517623135672,0.8753513675783855,28,0.2759,28,0.2249
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr001,sRNA,NC_002505,+,21901,21941,665,6,true,9.698662881389447e-130,4.619626267188131e-128,3.625779566339396,0.3918991379153832,0.8692401345976353,28,0.2737,29,0.2556
fliD,CDS_UTRS,NC_002505,-,2293738,2295738,Vcr001,sRNA,NC_002505,+,21901,21941,654,4,true,0.0,0.0,26.71981033022331,7.724020429281347e-11,2.566949455997834e-8,28,0.2523,29,0.2538
MicX,sRNA,NC_002506,-,893273,893616,Vcr214,sRNA,NC_002505,+,2376028,2376142,637,4,true,2.58941366868677e-271,1.630204779242801e-269,6.855470316315468,0.01706573744730963,0.44579581401662105,28,0.2261,28,0.1978
VCA0156,CDS_UTRS,NC_002506,-,172609,172962,Vcr017,sRNA,NC_002505,-,350275,350367,635,2,true,0.0,0.0,150.4640638813903,0.005759876904750275,0.2590645386783169,28,0.2677,28,0.2882
aphA,CDS_UTRS,NC_002505,+,2821322,2822240,VSsrna24,sRNA,NC_002505,+,106481,106537,631,4,true,2.3390273431168874e-69,1.0389299364519181e-67,2.6199713937328535,0.9998364834489915,1.0,28,0.2488,28,0.2504
VSsrna24,sRNA,NC_002505,+,106481,106537,OppZ,sRNA,NC_002505,+,1164273,1164325,630,2,true,1.0,1.0,0.05776183671034587,3.174025423666256e-8,7.594808033748617e-6,28,0.2508,28,0.2508
MicX,sRNA,NC_002506,-,893273,893616,VCA0689,CDS_UTRS,NC_002506,-,627699,628074,630,6,true,0.0,0.0,34.20315681666649,0.08251488749247582,0.6932641249718966,28,0.2413,28,0.219
FarS,sRNA,NC_002505,-,2266017,2266134,VrrA,sRNA,NC_002505,+,1878684,1878823,620,0,true,1.0,1.0,0.31255974592950303,0.45866948367028515,0.8905280622140895,28,0.2629,28,0.2516
Vcr222,sRNA,NC_002505,-,2783840,2783908,Vcr001,sRNA,NC_002505,+,21901,21941,619,6,true,1.0,1.0,0.03232666980165476,0.903956307788135,0.9853631626591232,28,0.3409,28,0.2585
Vcr229,sRNA,NC_002506,+,897527,897726,VqmR,sRNA,NC_002506,+,1031438,1031588,618,1,true,0.023149667319402052,0.06647994334584668,1.0890348910829983,0.0007292803924223268,0.05623256766721489,28,0.246,28,0.2201
VC0137,CDS_UTRS,NC_002505,+,131385,132811,VSsrna24,sRNA,NC_002505,+,106481,106537,610,3,true,6.870824025439959e-267,4.288341891740112e-265,16.4541002650118,0.893172753446622,0.9828894575402635,28,0.2574,28,0.2344
VC0298,CDS_UTRS,NC_002505,-,304932,307171,Vcr001,sRNA,NC_002505,+,21901,21941,599,8,true,0.0,0.0,34.3751477184079,0.15848178080863382,0.7761588820435761,28,0.2604,29,0.2554
VC0604,CDS_UTRS,NC_002505,+,633758,636564,Vcr001,sRNA,NC_002505,+,21901,21941,597,3,true,0.0,0.0,24.046898946754457,0.011985050189391513,0.39744282722513025,28,0.2462,29,0.2831
VC0655,CDS_UTRS,NC_002505,+,700105,700711,Vcr017,sRNA,NC_002505,-,350275,350367,589,2,true,0.0,0.0,157.467315605032,7.56438392852522e-6,0.0012569484627899406,28,0.2835,28,0.253
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr017,sRNA,NC_002505,-,350275,350367,566,2,true,1.074272910505173e-300,7.006969254105814e-299,10.036850928564036,0.9999999999861632,1.0,28,0.2668,28,0.2703
CsrB,sRNA,NC_002505,-,196519,196932,VrrA,sRNA,NC_002505,+,1878684,1878823,565,2,true,0.0,0.0,540.3060997115692,3.729423272328934e-9,1.0623528578605562e-6,29,0.2584,28,0.2726
VqmR,sRNA,NC_002506,+,1031438,1031588,Vcr001,sRNA,NC_002505,+,21901,21941,564,6,true,2.4705696051127935e-14,9.316106219279492e-13,1.4466228328989237,0.9988789940385299,1.0,28,0.2908,29,0.2553
FarS,sRNA,NC_002505,-,2266017,2266134,VqmR,sRNA,NC_002506,+,1031438,1031588,564,1,true,1.0,1.0,0.2492450102372261,0.988726042690811,1.0,27,0.2358,28,0.234
VC2677,CDS_UTRS,NC_002505,-,2843953,2845198,Vcr001,sRNA,NC_002505,+,21901,21941,562,1,true,0.0,0.0,27.11580770243463,0.8016613132688631,0.9595716393442623,28,0.2527,29,0.242
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,FarS,sRNA,NC_002505,-,2266017,2266134,550,2,true,9.918516154068754e-43,4.300003410506454e-41,1.9844678990445117,0.39650665062529883,0.8753513675783855,28,0.2345,27,0.2545
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Qrr3,sRNA,NC_002506,+,772258,772365,540,2,true,0.0,0.0,40.55676068090741,0.03599306825327133,0.5754886779661015,28,0.2481,28,0.2648
VC2669,CDS_UTRS,NC_002505,-,2836660,2837210,Vcr017,sRNA,NC_002505,-,350275,350367,530,1,true,0.0,0.0,152.38855032866422,0.16887108820822044,0.7761588820435761,28,0.2698,27,0.2472
VC0112,CDS_UTRS,NC_002505,+,107209,108166,Vcr001,sRNA,NC_002505,+,21901,21941,522,4,true,3.0278083917097e-310,2.011131445502598e-308,23.845318882208034,0.006308039958749106,0.2655403092830661,28,0.295,29,0.2548
VCA0892,CDS_UTRS,NC_002506,-,844999,845505,Vcr043,sRNA,NC_002505,+,1114590,1114749,522,1,true,0.0,0.0,1144.8899827952687,0.6299622553670846,0.9295594996561175,28,0.2529,28,0.249
gltD_2,CDS_UTRS,NC_002505,+,2542134,2543642,Vcr001,sRNA,NC_002505,+,21901,21941,520,3,true,5.37935979464396e-310,3.540596810292936e-308,24.115998034923052,0.0001877263595506624,0.019033543776814616,28,0.2365,29,0.2519
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr220,sRNA,NC_002505,+,2653872,2654007,519,3,true,0.0,0.0,995.9864544077967,0.2675843015776234,0.8367434586019544,28,0.2582,28,0.2351
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0278,CDS_UTRS,NC_002506,-,296306,297813,518,1,true,0.0,0.0,347.64192344531114,0.9969507117868984,1.0,28,0.2761,28,0.2471
pyrH,CDS_UTRS,NC_002505,-,2413472,2414323,Vcr017,sRNA,NC_002505,-,350275,350367,517,1,true,0.0,0.0,237.7245103306982,0.23162897889600936,0.8209337615894039,28,0.2669,27,0.2418
CsrD,sRNA,NC_002506,-,783782,784129,VSsrna24,sRNA,NC_002505,+,106481,106537,517,2,true,5.149009881679317e-237,3.1065692952798547e-235,19.15947768381458,1.5734973933072188e-24,1.1765826758454729e-21,28,0.2611,28,0.2515
VC0249,CDS_UTRS,NC_002505,+,254753,256168,VqmR,sRNA,NC_002506,+,1031438,1031588,511,2,true,0.0,0.0,301.10648827448296,0.7700852511628135,0.9535409201567979,28,0.2935,28,0.2466
VSsrna24,sRNA,NC_002505,+,106481,106537,VadR,sRNA,NC_002506,+,3202,3285,506,0,true,1.0,1.0,0.4337858122788057,0.9999999999009654,1.0,28,0.2391,27,0.1937
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr017,sRNA,NC_002505,-,350275,350367,505,3,true,1.0,1.0,0.21465606061820075,0.9999985405425823,1.0,28,0.2436,28,0.2495
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr017,sRNA,NC_002505,-,350275,350367,505,1,true,9.102342349322508e-219,5.230234810245632e-217,7.266755389677807,0.6490323037558627,0.935997642253521,27,0.2535,28,0.2673
VC0247,CDS_UTRS,NC_002505,+,253651,254466,Vcr017,sRNA,NC_002505,-,350275,350367,496,2,true,0.0,0.0,76.58108838570068,0.999999693513452,1.0,28,0.252,28,0.2601
MicX,sRNA,NC_002506,-,893273,893616,VSsrna24,sRNA,NC_002505,+,106481,106537,496,2,true,1.0,1.0,0.0983830496662301,0.5911563742279177,0.9206710311459004,27,0.2641,29,0.2863
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr001,sRNA,NC_002505,+,21901,21941,494,5,true,8.937948877308563e-65,3.945777431202073e-63,2.6985636990306068,0.9037373818466891,0.9853631626591232,28,0.2632,29,0.2733
VC0079,CDS_UTRS,NC_002505,+,77366,77792,Vcr017,sRNA,NC_002505,-,350275,350367,492,0,true,0.0,0.0,205.44641691786993,0.6247739485433432,0.9241281846457665,28,0.2195,28,0.248
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr017,sRNA,NC_002505,-,350275,350367,480,1,true,1.0,1.0,0.08467158313883955,0.9832776340522827,1.0,28,0.2667,28,0.2625
Vcr083,sRNA,NC_002505,+,2472404,2472599,Spot42,sRNA,NC_002505,+,106076,106185,477,1,true,0.0,0.0,955.647952048644,0.9969070577764374,1.0,29,0.2725,28,0.2453
VCA0172,CDS_UTRS,NC_002506,-,189226,190182,Vcr214,sRNA,NC_002505,+,2376028,2376142,470,1,true,0.0,0.0,1342.8916285316952,0.9564636668246588,0.9907765121107266,28,0.2489,27,0.234
grxA,CDS_UTRS,NC_002505,-,1217146,1217709,OppZ,sRNA,NC_002505,+,1164273,1164325,467,2,true,3.8313882316786036e-236,2.2925000658969496e-234,22.875228098029933,0.7237371341390285,0.9490721441441443,28,0.2827,28,0.2591
dnaA,CDS_UTRS,NC_002505,+,7197,8844,Vcr214,sRNA,NC_002505,+,2376028,2376142,464,0,true,0.0,0.0,1301.705125202814,0.9979664354603911,1.0,28,0.2845,28,0.2931
VC0403,CDS_UTRS,NC_002505,+,429391,430236,Vcr001,sRNA,NC_002505,+,21901,21941,462,2,true,1.2239761729244693e-279,7.842112824755007e-278,25.495369990569834,4.9074448249274326e-5,0.006827054637840908,27,0.2359,29,0.2338
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr043,sRNA,NC_002505,+,1114590,1114749,461,1,true,5.949016879391364e-13,2.1752970811511855e-11,1.4513539254171768,0.9999999982011527,1.0,28,0.2495,28,0.2148
CarZ,sRNA,NC_002505,-,2553978,2554044,Vcr001,sRNA,NC_002505,+,21901,21941,459,3,true,3.609826620532576e-111,1.6753297905548623e-109,4.409711197045132,0.0001162319187921652,0.012641806149358769,29,0.3442,29,0.2723
Vcr067,sRNA,NC_002505,+,1801887,1802121,Vcr214,sRNA,NC_002505,+,2376028,2376142,456,4,true,0.0,0.0,1217.3789928291717,8.968462876273255e-6,0.0014118248664701741,28,0.2632,27,0.2237
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr017,sRNA,NC_002505,-,350275,350367,456,0,true,1.0,1.0,0.318592838229656,2.9125896631434376e-7,6.222539773187159e-5,28,0.2741,28,0.2785
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr043,sRNA,NC_002505,+,1114590,1114749,450,1,true,1.0,1.0,0.5907218952591912,0.9999999999991046,1.0,28,0.2667,28,0.2378
VC1620,CDS_UTRS,NC_002505,-,1732696,1741567,Vcr017,sRNA,NC_002505,-,350275,350367,449,47,true,0.0,0.0,161.46442255669172,0.9999891025271324,1.0,133,0.3007,28,0.2739
Vcr017,sRNA,NC_002505,-,350275,350367,VrrA,sRNA,NC_002505,+,1878684,1878823,445,1,true,2.7501989717196765e-32,1.1509503211127433e-30,1.889301306982507,1.0,1.0,28,0.2674,28,0.2674
FarS,sRNA,NC_002505,-,2266017,2266134,VadR,sRNA,NC_002506,+,3202,3285,437,1,true,1.0,1.0,0.15521187553190438,0.9511861842649367,0.9907765121107266,28,0.2632,28,0.2654
VC2217,CDS_UTRS,NC_002505,-,2371285,2374336,Vcr017,sRNA,NC_002505,-,350275,350367,430,0,true,0.0,0.0,148.67833880244848,0.9827511716370158,1.0,28,0.2581,28,0.2512
Vcr228,sRNA,NC_002506,+,787266,787431,Vcr229,sRNA,NC_002506,+,897527,897726,418,2,true,0.0,0.0,53.68173665387131,2.3342243706623436e-7,5.171603772334125e-5,29,0.2679,28,0.3086
VSsrna24,sRNA,NC_002505,+,106481,106537,VrrA,sRNA,NC_002505,+,1878684,1878823,417,3,true,1.0,1.0,0.49012105406928064,0.9999573705725063,1.0,29,0.2326,28,0.2374
VC1354:VC1350,IGR,NC_002505,-,1441390,1444611,Vcr001,sRNA,NC_002505,+,21901,21941,417,5,true,4.995689513166009e-258,3.091349750027513e-256,27.79902816860205,0.631790464801625,0.9317974754544677,28,0.2614,29,0.2134
Vcr017,sRNA,NC_002505,-,350275,350367,VqmR,sRNA,NC_002506,+,1031438,1031588,412,0,true,1.318093722397705e-15,5.1032077808338957e-14,1.5380509161660203,0.9906520598973356,1.0,28,0.2476,28,0.2306
recR,CDS_UTRS,NC_002505,+,1125183,1125985,OppZ,sRNA,NC_002505,+,1164273,1164325,411,1,true,2.0960635335463926e-226,1.223830643780313e-224,33.67314026903391,4.679323961901902e-10,1.3995857970048592e-7,28,0.2555,28,0.2214
VC0036,CDS_UTRS,NC_002505,-,34311,35935,Vcr001,sRNA,NC_002505,+,21901,21941,410,1,true,1.0072725992861077e-254,6.180214931213068e-253,28.261362675981022,0.03751777756457375,0.5754886779661015,29,0.2488,29,0.2561
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0919,CDS_UTRS,NC_002506,+,871122,871725,410,3,true,0.0,0.0,117.9844884309035,0.8920918434279979,0.9828894575402635,28,0.2854,28,0.2976
