name1,type1,ref1,strand1,left1,right1,name2,type2,ref2,strand2,left2,right2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
VC0573,CDS_UTRS,NC_002505,+,604056,604812,Vcr001,sRNA,NC_002505,+,21901,21941,5272,19,true,0.0,0.0,27.5402088818472,0.8146149492974354,0.967676648267009,28,0.2337,28,0.2255
VCA0059,CDS_UTRS,NC_002506,-,66326,66974,VrrA,sRNA,NC_002505,+,1878684,1878823,4737,12,true,0.0,0.0,510.36294973158283,2.783374098062448e-5,0.003370356768964951,27,0.2356,28,0.2236
VC1337,CDS_UTRS,NC_002505,+,1420725,1421993,Spot42,sRNA,NC_002505,+,106076,106185,3140,5,true,0.0,0.0,3457.427762435935,0.3460162389764054,0.8887633985058374,27,0.2376,28,0.2236
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr001,sRNA,NC_002505,+,21901,21941,3138,8,true,0.0,0.0,17.019809770019354,0.00604659499517876,0.2422639421230078,28,0.2511,28,0.2199
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,Vcr001,sRNA,NC_002505,+,21901,21941,3035,8,true,0.0,0.0,16.389568792069483,3.4185121820345732e-6,0.0005174298022196219,28,0.2316,28,0.228
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr001,sRNA,NC_002505,+,21901,21941,2748,10,true,1.0,1.0,0.38842779737376465,0.8555900190884852,0.9720829887433604,28,0.238,28,0.2303
VCA1097,CDS_UTRS,NC_002506,-,1052859,1053364,VqmR,sRNA,NC_002506,+,1031438,1031588,2674,3,true,0.0,0.0,599.6209876040455,5.185137217670004e-9,1.1772421957951604e-6,27,0.2285,28,0.221
VC1461,CDS_UTRS,NC_002505,-,1570993,1571309,Vcr096,sRNA,NC_002506,-,243936,243986,2518,2,true,0.0,0.0,7375.264831634459,1.1501131535866067e-12,4.1779777159289466e-10,28,0.2395,27,0.2299
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr001,sRNA,NC_002505,+,21901,21941,2376,5,true,1.0,1.0,0.13078891846386373,7.81704081550339e-6,0.0011209225106231045,27,0.2374,28,0.2378
VC1149,CDS_UTRS,NC_002505,-,1220318,1222019,Vcr001,sRNA,NC_002505,+,21901,21941,2292,7,true,0.0,0.0,39.678143851448844,0.6313749214431339,0.946134228065608,28,0.2565,28,0.2339
VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,FarS,sRNA,NC_002505,-,2266017,2266134,2250,3,true,0.0,0.0,97.74005961715697,9.029254054368445e-6,0.0012300101335563415,28,0.228,27,0.224
VC1898,CDS_UTRS,NC_002505,+,2044294,2046597,VSsrna24,sRNA,NC_002505,+,106481,106537,2084,2,true,0.0,0.0,11.285270879964303,0.9999999998376579,1.0,28,0.2457,28,0.2284
Vcr017,sRNA,NC_002505,-,350275,350367,VSsrna24,sRNA,NC_002505,+,106481,106537,1824,3,true,1.0,1.0,0.626381833328843,0.9999999999990546,1.0,28,0.2473,28,0.2396
rpoB,CDS_UTRS,NC_002505,+,340254,344451,Vcr017,sRNA,NC_002505,-,350275,350367,1760,2,true,0.0,0.0,198.3832360787128,0.9999999999271961,1.0,27,0.242,28,0.2341
VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,FarS,sRNA,NC_002505,-,2266017,2266134,1661,3,true,0.0,0.0,102.37269333597018,0.1768053983256106,0.8102713334535342,27,0.2294,27,0.2029
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr228,sRNA,NC_002506,+,787266,787431,1640,1,true,0.0,0.0,57.42710820169819,1.5211972398006025e-27,1.0361254699591853e-24,28,0.2287,28,0.2348
VC2469,CDS_UTRS,NC_002505,+,2650006,2652058,Vcr017,sRNA,NC_002505,-,350275,350367,1602,2,true,0.0,0.0,153.67627249021598,1.0,1.0,28,0.2353,27,0.1998
QrrX,sRNA,NC_002506,-,776823,776968,Qrr3,sRNA,NC_002506,+,772258,772365,1509,5,true,0.0,0.0,149.90402486411782,9.358007967503816e-86,1.0198357082985659e-82,28,0.2273,28,0.214
VC0305,CDS_UTRS,NC_002505,-,316344,317860,VqmR,sRNA,NC_002506,+,1031438,1031588,1423,5,true,0.0,0.0,476.07441648247584,0.9977897112171774,1.0,28,0.241,27,0.227
VC0567,CDS_UTRS,NC_002505,-,601073,601774,Vcr001,sRNA,NC_002505,+,21901,21941,1370,5,true,0.0,0.0,41.960614595355054,0.0007321847229329193,0.05713665714285811,28,0.227,28,0.2139
VC0348,CDS_UTRS,NC_002505,+,370445,371757,Vcr001,sRNA,NC_002505,+,21901,21941,1321,4,true,0.0,0.0,44.57382677186769,1.4704255368774641e-6,0.0002503858984514157,28,0.2339,28,0.2112
VC0671,CDS_UTRS,NC_002505,+,716880,717661,Vcr017,sRNA,NC_002505,-,350275,350367,1284,3,true,0.0,0.0,212.57583983171412,0.9938719468796524,1.0,28,0.2321,28,0.2142
FarS,sRNA,NC_002505,-,2266017,2266134,VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,1282,2,true,0.0,0.0,17.33649543424802,0.0006475876686492246,0.0518927236245533,27,0.2309,27,0.2168
Vcr017,sRNA,NC_002505,-,350275,350367,Vcr001,sRNA,NC_002505,+,21901,21941,1271,5,true,1.0,1.0,0.6777975161934584,0.9994291771985537,1.0,28,0.2943,28,0.2132
VC1760,CDS_UTRS,NC_002505,-,1897970,1901459,Vcr001,sRNA,NC_002505,+,21901,21941,1226,3,true,0.0,0.0,35.165444261635905,0.011170051278519574,0.34003133752320197,27,0.2618,28,0.2227
rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,FarS,sRNA,NC_002505,-,2266017,2266134,1195,0,true,0.0,0.0,99.58902156449778,0.14887793256328086,0.7945498732037193,28,0.2326,28,0.2251
MicX,sRNA,NC_002506,-,893273,893616,OppZ,sRNA,NC_002505,+,1164273,1164325,1149,0,true,1.0,1.0,0.26625128517406305,2.4375713415827075e-11,7.813133082520102e-9,27,0.2359,28,0.228
VcdRP,sRNA,NC_002505,-,2433387,2433692,Vcr034,sRNA,NC_002505,-,756018,756164,1111,4,true,0.0,0.0,4044.5468371654633,0.9999998665268786,1.0,27,0.2403,28,0.2106
FarS,sRNA,NC_002505,-,2266017,2266134,VCA1072,CDS_UTRS,NC_002506,-,1022807,1023541,1087,1,true,0.0,0.0,43.24850286012543,0.1319857447312905,0.7734754995014955,27,0.2438,28,0.2088
VC0583,CDS_UTRS,NC_002505,-,612366,613376,Qrr3,sRNA,NC_002506,+,772258,772365,1078,5,true,0.0,0.0,184.1159752496849,0.03254295343588564,0.5473041767658668,27,0.2189,28,0.2226
Vcr036,sRNA,NC_002505,-,840378,840471,VrrA,sRNA,NC_002505,+,1878684,1878823,999,3,true,0.0,0.0,100.58999993699162,4.791881380418742e-28,4.351826940316954e-25,27,0.2402,28,0.2142
atpC,CDS_UTRS,NC_002505,-,2949562,2950107,Vcr017,sRNA,NC_002505,-,350275,350367,962,2,true,0.0,0.0,193.80561201325148,0.43913677016476754,0.899908334196246,28,0.238,28,0.2308
Vcr017,sRNA,NC_002505,-,350275,350367,FarS,sRNA,NC_002505,-,2266017,2266134,947,4,true,4.203408003929478e-11,1.2614189491037424e-9,1.2598149185718868,0.9902264850050835,1.0,28,0.227,28,0.2228
VC2367,CDS_UTRS,NC_002505,-,2523852,2524435,Vcr001,sRNA,NC_002505,+,21901,21941,943,3,true,0.0,0.0,38.34906772136781,0.00694699546421468,0.26106329851383303,28,0.2492,28,0.2269
sucA,CDS_UTRS,NC_002505,-,2246650,2249504,Vcr001,sRNA,NC_002505,+,21901,21941,934,4,true,1.6424856001506163e-256,8.495523079803432e-255,5.254736110654311,0.037566307183786986,0.580663839136604,27,0.1959,27,0.1991
VC2271,CDS_UTRS,NC_002505,-,2425321,2426424,Vcr017,sRNA,NC_002505,-,350275,350367,919,6,true,0.0,0.0,206.80249072164963,0.9999801172321363,1.0,28,0.2318,27,0.2067
VC2348,CDS_UTRS,NC_002505,-,2504358,2505619,Vcr017,sRNA,NC_002505,-,350275,350367,905,2,true,0.0,0.0,187.86968490250672,0.9999999861563127,1.0,27,0.221,27,0.2177
MicX,sRNA,NC_002506,-,893273,893616,FarS,sRNA,NC_002505,-,2266017,2266134,900,0,true,1.0,1.0,0.7458460021422929,0.17137726357010788,0.7945498732037193,28,0.2244,28,0.2311
VC1558,CDS_UTRS,NC_002505,-,1669192,1670828,VSsrna24,sRNA,NC_002505,+,106481,106537,890,2,true,0.0,0.0,27.125239899689458,0.024127501906273285,0.49477497768386824,28,0.2629,28,0.236
VCA0919,CDS_UTRS,NC_002506,+,871122,871725,Vcr017,sRNA,NC_002505,-,350275,350367,881,0,true,0.0,0.0,128.86880489277826,0.7706598721763558,0.9552710136116153,28,0.2191,28,0.2134
VC2095,CDS_UTRS,NC_002505,-,2255954,2257854,Vcr017,sRNA,NC_002505,-,350275,350367,815,0,true,0.0,0.0,213.0124842779573,0.9999997505503501,1.0,28,0.2258,27,0.2294
Vcr017,sRNA,NC_002505,-,350275,350367,GcvB,sRNA,NC_002505,-,954718,954922,814,2,true,0.0,0.0,26.70204203941468,0.999926249958884,1.0,28,0.2371,28,0.2002
MicX,sRNA,NC_002506,-,893273,893616,Vcr001,sRNA,NC_002505,+,21901,21941,806,1,true,1.0,1.0,0.2560821673952263,0.9957343103153793,1.0,27,0.2469,28,0.2432
VC0244,CDS_UTRS,NC_002505,+,250455,251558,VqmR,sRNA,NC_002506,+,1031438,1031588,806,1,true,0.0,0.0,371.382821953941,0.135286239113417,0.7734754995014955,28,0.227,27,0.2196
FarS,sRNA,NC_002505,-,2266017,2266134,VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,794,0,true,0.0,0.0,15.266154518971174,0.19746692795208431,0.810376831316726,27,0.2204,28,0.2217
VCA0545,CDS_UTRS,NC_002506,+,481778,483920,VSsrna24,sRNA,NC_002505,+,106481,106537,781,2,true,2.8476189455984345e-174,1.2494173608204993e-172,4.854885353143584,2.3129771575640017e-6,0.0003600975009018927,27,0.2356,28,0.2228
VC1492,CDS_UTRS,NC_002505,-,1597545,1602516,Vcr001,sRNA,NC_002505,+,21901,21941,761,3,true,0.0,0.0,40.27780759301833,0.0025011802285845558,0.14654764586620694,28,0.251,28,0.2129
FarS,sRNA,NC_002505,-,2266017,2266134,rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,757,2,true,0.0,0.0,19.996659744892103,0.18779620342051098,0.810376831316726,27,0.2497,28,0.2153
VC2467,CDS_UTRS,NC_002505,-,2649174,2649946,Vcr001,sRNA,NC_002505,+,21901,21941,749,2,true,0.0,0.0,33.561027291106136,0.04077242796593346,0.5893075861707464,27,0.2163,28,0.2136
Vcr229,sRNA,NC_002506,+,897527,897726,CarZ,sRNA,NC_002505,-,2553978,2554044,745,2,true,0.0,0.0,77.91603028299545,6.450014998921974e-13,2.534063888128719e-10,28,0.2362,28,0.2215
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr001,sRNA,NC_002505,+,21901,21941,738,4,true,1.1730404056928714e-152,4.975255374012032e-151,3.8916104446008912,0.6846307781834764,0.9474835180069067,27,0.2412,27,0.2195
VSsrna24,sRNA,NC_002505,+,106481,106537,VqmR,sRNA,NC_002506,+,1031438,1031588,735,1,true,0.9999999996265702,1.0,0.7947814289554112,1.0,1.0,28,0.2218,28,0.2327
fliD,CDS_UTRS,NC_002505,-,2293738,2295738,Vcr001,sRNA,NC_002505,+,21901,21941,729,3,true,0.0,0.0,37.15086467433518,2.5542749983608977e-13,1.1598537055057109e-10,27,0.2318,28,0.2236
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Vcr043,sRNA,NC_002505,+,1114590,1114749,706,0,true,0.0,0.0,68.9313331675265,0.23433048133517198,0.8400569783281734,28,0.2365,27,0.2252
Vcr222,sRNA,NC_002505,-,2783840,2783908,Vcr001,sRNA,NC_002505,+,21901,21941,684,4,true,1.0,1.0,0.03187736225695115,0.9281197770219857,0.9900241794444397,28,0.3114,27,0.2237
aphA,CDS_UTRS,NC_002505,+,2821322,2822240,VSsrna24,sRNA,NC_002505,+,106481,106537,678,2,true,1.154748393202331e-80,4.6204460865114647e-79,2.7859848737759663,0.9985020674617697,1.0,27,0.2301,27,0.2375
VC0731,CDS_UTRS,NC_002505,-,786499,787489,Vcr043,sRNA,NC_002505,+,1114590,1114749,677,2,true,0.0,0.0,1129.874408975396,0.23870443959675658,0.8400569783281734,28,0.2511,27,0.195
MicX,sRNA,NC_002506,-,893273,893616,VCA0689,CDS_UTRS,NC_002506,-,627699,628074,671,0,true,0.0,0.0,37.24982936102981,0.03303004163905479,0.5537867596652601,28,0.2057,27,0.1952
VC0604,CDS_UTRS,NC_002505,+,633758,636564,Vcr001,sRNA,NC_002505,+,21901,21941,666,2,true,0.0,0.0,38.90847340451355,0.011047901636675017,0.3382023371811358,27,0.2102,28,0.2402
VC0553,CDS_UTRS,NC_002505,+,586646,587107,Vcr017,sRNA,NC_002505,-,350275,350367,665,0,true,0.0,0.0,185.58064903551713,0.9854457363043024,1.0,28,0.2632,27,0.2361
MicX,sRNA,NC_002506,-,893273,893616,Vcr214,sRNA,NC_002505,+,2376028,2376142,665,1,true,1.04105625630082e-288,5.660854617594716e-287,7.046172378721543,0.014240145177397726,0.3879727553582011,28,0.212,27,0.1925
Vcr017,sRNA,NC_002505,-,350275,350367,VC0247,CDS_UTRS,NC_002505,+,253651,254466,660,1,true,0.0,0.0,239.8732056271603,0.9999999998800864,1.0,28,0.2697,28,0.2303
VC0137,CDS_UTRS,NC_002505,+,131385,132811,VSsrna24,sRNA,NC_002505,+,106481,106537,654,1,true,1.058504095e-315,5.9594717287e-314,25.972927742646633,0.7527766209186446,0.9552710136116153,28,0.2217,27,0.1957
VSsrna24,sRNA,NC_002505,+,106481,106537,OppZ,sRNA,NC_002505,+,1164273,1164325,653,1,true,1.0,1.0,0.05966528024912693,1.2979100661541454e-8,2.8289247801895755e-6,28,0.2266,28,0.2129
VC0298,CDS_UTRS,NC_002505,-,304932,307171,Vcr001,sRNA,NC_002505,+,21901,21941,648,1,true,0.0,0.0,50.64370241907779,0.2573264412376624,0.8585058380129591,28,0.2361,28,0.2299
Vcr229,sRNA,NC_002506,+,897527,897726,VqmR,sRNA,NC_002506,+,1031438,1031588,643,0,true,0.0013960124650560092,0.009498857008220675,1.1343343965578614,0.0007797576556237498,0.059843654443574826,27,0.2255,27,0.1975
VCA0156,CDS_UTRS,NC_002506,-,172609,172962,Vcr017,sRNA,NC_002505,-,350275,350367,641,3,true,0.0,0.0,161.79280930952285,0.03487299057409032,0.5793381879213969,28,0.2356,27,0.259
FarS,sRNA,NC_002505,-,2266017,2266134,VrrA,sRNA,NC_002505,+,1878684,1878823,618,0,true,1.0,1.0,0.3091125399905382,0.4732478446448699,0.9181762359434289,28,0.2282,28,0.2298
VC0655,CDS_UTRS,NC_002505,+,700105,700711,Vcr017,sRNA,NC_002505,-,350275,350367,612,1,true,0.0,0.0,193.5122053547701,1.3320545598941815e-5,0.0016879919295031153,28,0.2451,28,0.2092
VC2677,CDS_UTRS,NC_002505,-,2843953,2845198,Vcr001,sRNA,NC_002505,+,21901,21941,605,4,true,0.0,0.0,32.57060070387472,0.748044680443265,0.9552710136116153,28,0.2149,28,0.2099
VqmR,sRNA,NC_002506,+,1031438,1031588,Vcr001,sRNA,NC_002505,+,21901,21941,604,3,true,1.9889877174984905e-21,7.189738556093975e-20,1.5798822017999792,0.9992891486909904,1.0,28,0.2467,28,0.2235
CsrB,sRNA,NC_002505,-,196519,196932,VrrA,sRNA,NC_002505,+,1878684,1878823,589,0,true,0.0,0.0,613.514398593107,1.0249292533269317e-9,2.792419750689225e-7,28,0.236,27,0.2479
VC0112,CDS_UTRS,NC_002505,+,107209,108166,Vcr001,sRNA,NC_002505,+,21901,21941,584,3,true,0.0,0.0,37.21252642018314,0.0029112842970164077,0.15733692787618186,28,0.2654,28,0.226
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr017,sRNA,NC_002505,-,350275,350367,583,1,true,1.8320829e-316,1.0406885267e-314,10.41170109327205,0.9999999999986732,1.0,27,0.247,28,0.2436
OppZ,sRNA,NC_002505,+,1164273,1164325,Vcr222,sRNA,NC_002505,-,2783840,2783908,576,2,true,2.163913276519052e-147,9.057115963956717e-146,3.9003841540921003,2.0351221399784745e-97,2.772345135185677e-94,28,0.2622,27,0.2222
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Qrr3,sRNA,NC_002506,+,772258,772365,575,2,true,0.0,0.0,41.234459074268244,0.05459212373354587,0.6379616805954169,28,0.2348,28,0.24
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,FarS,sRNA,NC_002505,-,2266017,2266134,574,1,true,3.5213134096184347e-62,1.3914655845958062e-60,2.2967821884558424,0.5323649272939578,0.9222986679280984,27,0.2091,27,0.223
FarS,sRNA,NC_002505,-,2266017,2266134,VqmR,sRNA,NC_002506,+,1031438,1031588,571,0,true,1.0,1.0,0.25065833997438536,0.9911496286407315,1.0,27,0.2084,27,0.2049
gltD_2,CDS_UTRS,NC_002505,+,2542134,2543642,Vcr001,sRNA,NC_002505,+,21901,21941,570,1,true,0.0,0.0,33.969907497321884,0.0005855498863252677,0.047621810904274385,28,0.2175,28,0.2228
VC2669,CDS_UTRS,NC_002505,-,2836660,2837210,Vcr017,sRNA,NC_002505,-,350275,350367,554,1,true,0.0,0.0,187.44977407188844,0.18870691721621777,0.810376831316726,28,0.2401,27,0.2148
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr220,sRNA,NC_002505,+,2653872,2654007,551,0,true,0.0,0.0,1567.5034270327908,0.25564683976050295,0.8585058380129591,28,0.2359,27,0.216
VSsrna24,sRNA,NC_002505,+,106481,106537,VadR,sRNA,NC_002506,+,3202,3285,546,0,true,1.0,1.0,0.4744432909919532,0.9999999999272916,1.0,27,0.2143,27,0.1905
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr001,sRNA,NC_002505,+,21901,21941,540,2,true,1.3773689129857526e-71,5.4767631402595994e-70,2.752830855036919,0.8469006319432026,0.9716993172054222,28,0.2185,27,0.2222
VC0249,CDS_UTRS,NC_002505,+,254753,256168,VqmR,sRNA,NC_002506,+,1031438,1031588,538,1,true,0.0,0.0,446.84815807146447,0.8943722257104562,0.9837373857307886,28,0.2528,27,0.2156
CsrD,sRNA,NC_002506,-,783782,784129,VSsrna24,sRNA,NC_002505,+,106481,106537,537,3,true,4.9065206635943075e-256,2.5173616501441116e-254,24.470054412576843,7.0362347716989215e-28,5.477206181569632e-25,28,0.2309,27,0.216
VCA0892,CDS_UTRS,NC_002506,-,844999,845505,Vcr043,sRNA,NC_002505,+,1114590,1114749,528,0,true,0.0,0.0,1256.0054369776594,0.5991155038157185,0.9427086014913009,27,0.2348,28,0.2159
MicX,sRNA,NC_002506,-,893273,893616,VSsrna24,sRNA,NC_002505,+,106481,106537,528,0,true,1.0,1.0,0.09952459304473946,0.5459427750507773,0.9351908774761665,27,0.2386,28,0.2405
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr017,sRNA,NC_002505,-,350275,350367,527,1,true,1.0,1.0,0.22950399912041014,0.9999998587315198,1.0,28,0.2182,28,0.2258
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0278,CDS_UTRS,NC_002506,-,296306,297813,521,0,true,0.0,0.0,343.79700985448005,0.9993769426978388,1.0,28,0.2438,27,0.2188
pyrH,CDS_UTRS,NC_002505,-,2413472,2414323,Vcr017,sRNA,NC_002505,-,350275,350367,520,0,true,0.0,0.0,224.72706545948125,0.3536154466900069,0.8887633985058374,28,0.2442,27,0.2058
CarZ,sRNA,NC_002505,-,2553978,2554044,Vcr001,sRNA,NC_002505,+,21901,21941,515,4,true,9.51119012548285e-139,3.9292332193715516e-137,5.087026247293244,1.2663848655305229e-5,0.001642983602922814,29,0.3301,28,0.2427
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr017,sRNA,NC_002505,-,350275,350367,513,1,true,2.7954195396137354e-226,1.3271984411210884e-224,7.448038156355189,0.5733565970715397,0.9358637437407953,27,0.2398,28,0.232
VC0403,CDS_UTRS,NC_002505,+,429391,430236,Vcr001,sRNA,NC_002505,+,21901,21941,511,0,true,0.0,0.0,36.75243114171107,3.79277083385583e-5,0.00449278440732183,27,0.1977,28,0.1996
grxA,CDS_UTRS,NC_002505,-,1217146,1217709,OppZ,sRNA,NC_002505,+,1164273,1164325,503,1,true,4.5056401216737164e-282,2.3887402045073486e-280,38.984489018437,0.8494961742502418,0.9716993172054222,28,0.2425,28,0.2445
VC0247,CDS_UTRS,NC_002505,+,253651,254466,Vcr017,sRNA,NC_002505,-,350275,350367,501,1,true,0.0,0.0,83.79508588430275,0.9999997249182148,1.0,27,0.2236,28,0.2335
VC0079,CDS_UTRS,NC_002505,+,77366,77792,Vcr017,sRNA,NC_002505,-,350275,350367,498,0,true,0.0,0.0,184.9126562640297,0.597671040498881,0.9427086014913009,27,0.1948,28,0.2108
VCA0172,CDS_UTRS,NC_002506,-,189226,190182,Vcr214,sRNA,NC_002505,+,2376028,2376142,495,1,true,0.0,0.0,1792.3573675566047,0.967328846639463,0.997789860711582,27,0.2182,27,0.204
Vcr083,sRNA,NC_002505,+,2472404,2472599,Spot42,sRNA,NC_002505,+,106076,106185,494,1,true,0.0,0.0,1100.9485745489367,0.9967676760390131,1.0,28,0.2591,28,0.2308
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr043,sRNA,NC_002505,+,1114590,1114749,487,0,true,4.812503383515375e-17,1.673068116170755e-15,1.5336303221461032,0.9999999990940428,1.0,28,0.2156,28,0.191
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr017,sRNA,NC_002505,-,350275,350367,484,1,true,1.0,1.0,0.08687549120690459,0.9818390298452799,1.0,28,0.2376,27,0.2293
dnaA,CDS_UTRS,NC_002505,+,7197,8844,Vcr214,sRNA,NC_002505,+,2376028,2376142,481,0,true,0.0,0.0,1599.1756968874097,0.9985391297462602,1.0,28,0.2599,28,0.2599
Vcr067,sRNA,NC_002505,+,1801887,1802121,Vcr214,sRNA,NC_002505,+,2376028,2376142,476,3,true,0.0,0.0,1521.0608887531953,0.00011274592376243148,0.011591557331726211,28,0.2458,27,0.2122
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr043,sRNA,NC_002505,+,1114590,1114749,454,0,true,1.0,1.0,0.5886633358260817,0.9999999999991577,1.0,28,0.2445,28,0.2159
VC1620,CDS_UTRS,NC_002505,-,1732696,1741567,Vcr017,sRNA,NC_002505,-,350275,350367,453,43,true,0.0,0.0,167.88245554850334,0.9999833423234742,1.0,122,0.2715,27,0.2472
VC0036,CDS_UTRS,NC_002505,-,34311,35935,Vcr001,sRNA,NC_002505,+,21901,21941,452,1,true,1.0324297969352957e-289,5.662343420777889e-288,38.4795773298993,0.0030606926692742296,0.15733692787618186,28,0.2058,28,0.2212
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr017,sRNA,NC_002505,-,350275,350367,451,0,true,1.0,1.0,0.32195769338094543,3.3653320071085543e-7,6.549176466690898e-5,28,0.2528,28,0.2461
VC2217,CDS_UTRS,NC_002505,-,2371285,2374336,Vcr017,sRNA,NC_002505,-,350275,350367,450,0,true,0.0,0.0,208.441377891334,0.9863751939186709,1.0,27,0.2356,28,0.2356
VC1354:VC1350,IGR,NC_002505,-,1441390,1444611,Vcr001,sRNA,NC_002505,+,21901,21941,450,2,true,5.507754892288198e-295,3.0469857934554367e-293,43.68570586463445,0.3599701433128114,0.8887633985058374,28,0.22,28,0.1889
VC2529,CDS_UTRS,NC_002505,+,2711883,2713373,Vcr001,sRNA,NC_002505,+,21901,21941,446,0,true,1.1601949282061173e-287,6.255220451904507e-286,39.80289847609015,0.024473267396486212,0.49477497768386824,28,0.2242,28,0.2332
VSsrna24,sRNA,NC_002505,+,106481,106537,VrrA,sRNA,NC_002505,+,1878684,1878823,444,3,true,1.0,1.0,0.5228054073448021,0.9996112382530649,1.0,28,0.2027,28,0.2072
VC2059,CDS_UTRS,NC_002505,-,2214137,2214661,VSsrna24,sRNA,NC_002505,+,106481,106537,440,1,true,3.3074415264821213e-85,1.3402511459540927e-83,4.114280190515804,0.007139042450863694,0.2664427555805224,28,0.2386,28,0.25
Vcr017,sRNA,NC_002505,-,350275,350367,VrrA,sRNA,NC_002505,+,1878684,1878823,439,1,true,2.2662323108256735e-34,8.431444421913996e-33,1.9441927973286348,1.0,1.0,27,0.2437,27,0.2392
FarS,sRNA,NC_002505,-,2266017,2266134,VadR,sRNA,NC_002506,+,3202,3285,436,2,true,1.0,1.0,0.15538297649025487,0.9877635035667985,1.0,28,0.2339,28,0.2271
Vcr228,sRNA,NC_002506,+,787266,787431,Vcr229,sRNA,NC_002506,+,897527,897726,427,1,true,0.0,0.0,69.44223481837105,7.066299394979166e-7,0.00012420730775239186,28,0.2482,28,0.281
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0919,CDS_UTRS,NC_002506,+,871122,871725,426,0,true,0.0,0.0,137.11829757410487,0.844331665267742,0.9716993172054222,27,0.2582,27,0.2629
