name1,type1,ref1,strand1,left1,right1,name2,type2,ref2,strand2,left2,right2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr001,sRNA,NC_002505,+,21901,21941,1974,0,true,1.0,1.0,0.12601108126806385,2.4700389848559238e-5,0.0004734241387640521,29,0.2447,29,0.2492
VC1149,CDS_UTRS,NC_002505,-,1220318,1222019,Vcr001,sRNA,NC_002505,+,21901,21941,1933,1,true,0.0,0.0,25.421720750031973,0.5009390896010419,0.8881247417253401,29,0.2675,29,0.24
VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,FarS,sRNA,NC_002505,-,2266017,2266134,1839,0,true,0.0,0.0,36.194035563603165,7.14242479391956e-5,0.001232068276951124,29,0.2344,29,0.2295
VC1898,CDS_UTRS,NC_002505,+,2044294,2046597,VSsrna24,sRNA,NC_002505,+,106481,106537,1740,0,true,0.0,0.0,8.632433733460065,0.9999999916685498,1.0,29,0.2569,29,0.2362
Vcr017,sRNA,NC_002505,-,350275,350367,VSsrna24,sRNA,NC_002505,+,106481,106537,1503,0,true,1.0,1.0,0.47977960291756233,0.9999999999994543,1.0,29,0.2641,29,0.2542
rpoB,CDS_UTRS,NC_002505,+,340254,344451,Vcr017,sRNA,NC_002505,-,350275,350367,1437,0,true,0.0,0.0,98.71711862969006,0.999999979296669,1.0,29,0.2533,29,0.2422
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr228,sRNA,NC_002506,+,787266,787431,1354,0,true,0.0,0.0,39.637961636905644,3.142220532717884e-26,3.6135536126255665e-24,29,0.2378,29,0.2452
VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,FarS,sRNA,NC_002505,-,2266017,2266134,1340,0,true,0.0,0.0,37.85832752019143,0.19540651350890678,0.670402710280374,29,0.241,29,0.2269
VC2469,CDS_UTRS,NC_002505,+,2650006,2652058,Vcr017,sRNA,NC_002505,-,350275,350367,1314,0,true,0.0,0.0,69.97116914875608,1.0,1.0,29,0.2428,29,0.2085
QrrX,sRNA,NC_002506,-,776823,776968,Qrr3,sRNA,NC_002506,+,772258,772365,1288,0,true,0.0,0.0,129.3630242775659,7.701451075614575e-75,1.3285003105435143e-72,29,0.2376,29,0.2283
VC0305,CDS_UTRS,NC_002505,-,316344,317860,VqmR,sRNA,NC_002506,+,1031438,1031588,1159,0,true,0.0,0.0,230.82017880562302,0.9903233769646398,1.0,29,0.2597,29,0.2399
VC0567,CDS_UTRS,NC_002505,-,601073,601774,Vcr001,sRNA,NC_002505,+,21901,21941,1152,0,true,0.0,0.0,26.275581721324766,0.001248249054919687,0.017577384650909876,29,0.2326,29,0.2205
VC0348,CDS_UTRS,NC_002505,+,370445,371757,Vcr001,sRNA,NC_002505,+,21901,21941,1111,1,true,0.0,0.0,25.718655893908565,3.3500589066183765e-6,7.945291000094494e-5,29,0.2358,29,0.216
Vcr017,sRNA,NC_002505,-,350275,350367,Vcr001,sRNA,NC_002505,+,21901,21941,1080,0,true,1.0,1.0,0.5516467935607121,0.998469185257606,1.0,29,0.2991,29,0.2194
VC0671,CDS_UTRS,NC_002505,+,716880,717661,Vcr017,sRNA,NC_002505,-,350275,350367,1060,0,true,0.0,0.0,98.29601235996006,0.9980563062531246,1.0,29,0.2406,29,0.2245
FarS,sRNA,NC_002505,-,2266017,2266134,VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,1048,0,true,0.0,0.0,7.911267766766144,0.00021801150834428723,0.0035816176370847184,28,0.2385,29,0.23
VC1760,CDS_UTRS,NC_002505,-,1897970,1901459,Vcr001,sRNA,NC_002505,+,21901,21941,1021,0,true,0.0,0.0,22.38201890318138,0.030348233788040302,0.2829767745101055,29,0.2811,29,0.2321
rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,FarS,sRNA,NC_002505,-,2266017,2266134,993,0,true,0.0,0.0,38.01483022530375,0.1600320163496017,0.6316215957446807,29,0.2437,29,0.2377
MicX,sRNA,NC_002506,-,893273,893616,OppZ,sRNA,NC_002505,+,1164273,1164325,956,0,true,1.0,1.0,0.25361648851690566,6.884494985449408e-10,2.8968980258379856e-8,29,0.2448,29,0.2333
VcdRP,sRNA,NC_002505,-,2433387,2433692,Vcr034,sRNA,NC_002505,-,756018,756164,910,0,true,0.0,0.0,1998.5671339146932,0.999998768025607,1.0,29,0.2571,29,0.2242
FarS,sRNA,NC_002505,-,2266017,2266134,VCA1072,CDS_UTRS,NC_002506,-,1022807,1023541,891,0,true,0.0,0.0,20.481888914174387,0.25674068161828095,0.7635821996405769,29,0.2514,29,0.2177
VC0583,CDS_UTRS,NC_002505,-,612366,613376,Qrr3,sRNA,NC_002506,+,772258,772365,887,0,true,0.0,0.0,144.65858804952245,0.021866862872741196,0.21866862872741197,29,0.2311,29,0.2232
Vcr036,sRNA,NC_002505,-,840378,840471,VrrA,sRNA,NC_002505,+,1878684,1878823,815,0,true,0.0,0.0,80.50723438038617,1.720315337562213e-25,1.6957394041684668e-23,29,0.2466,29,0.2319
VC2367,CDS_UTRS,NC_002505,-,2523852,2524435,Vcr001,sRNA,NC_002505,+,21901,21941,800,0,true,0.0,0.0,25.887515437956782,0.01516234988347052,0.16346908468116653,29,0.2587,29,0.23
Vcr017,sRNA,NC_002505,-,350275,350367,FarS,sRNA,NC_002505,-,2266017,2266134,800,0,true,0.9999999887769762,1.0,0.8181670428898268,0.994865613039903,1.0,29,0.235,29,0.23
atpC,CDS_UTRS,NC_002505,-,2949562,2950107,Vcr017,sRNA,NC_002505,-,350275,350367,794,0,true,0.0,0.0,95.49104127764386,0.7915609222942006,1.0,29,0.2443,29,0.2456
sucA,CDS_UTRS,NC_002505,-,2246650,2249504,Vcr001,sRNA,NC_002505,+,21901,21941,775,0,true,4.9110435538998104e-201,3.9892165261596e-200,4.824465894465733,0.023358324152616974,0.2302463380757959,29,0.2077,28,0.2142
VC1558,CDS_UTRS,NC_002505,-,1669192,1670828,VSsrna24,sRNA,NC_002505,+,106481,106537,768,0,true,0.0,0.0,17.855449239742534,0.07879443703852526,0.4789466593983506,29,0.2682,29,0.2357
VCA0919,CDS_UTRS,NC_002506,+,871122,871725,Vcr017,sRNA,NC_002505,-,350275,350367,744,0,true,0.0,0.0,62.711069665432255,0.6699162447460505,0.9751945334910862,29,0.2272,29,0.2312
MicX,sRNA,NC_002506,-,893273,893616,FarS,sRNA,NC_002505,-,2266017,2266134,741,0,true,1.0,1.0,0.5478174874048817,0.09782239826983911,0.5135353374600478,29,0.2375,29,0.2375
VC2271,CDS_UTRS,NC_002505,-,2425321,2426424,Vcr017,sRNA,NC_002505,-,350275,350367,737,0,true,0.0,0.0,88.94921006769619,0.9996473978442696,1.0,29,0.2483,28,0.2198
VC2348,CDS_UTRS,NC_002505,-,2504358,2505619,Vcr017,sRNA,NC_002505,-,350275,350367,734,0,true,0.0,0.0,86.96384904032335,0.99999998905274,1.0,29,0.233,29,0.2357
Vcr017,sRNA,NC_002505,-,350275,350367,GcvB,sRNA,NC_002505,-,954718,954922,674,0,true,0.0,0.0,20.206787657460502,0.9997106237252175,1.0,29,0.2374,29,0.2151
MicX,sRNA,NC_002506,-,893273,893616,Vcr001,sRNA,NC_002505,+,21901,21941,670,0,true,1.0,1.0,0.23878301602500593,0.997898296180974,1.0,29,0.2537,29,0.2463
FarS,sRNA,NC_002505,-,2266017,2266134,VC1043,CDS_UTRS,NC_002505,-,1111380,1112947,668,0,true,1.8733385974038116e-224,1.586733803442032e-223,7.3015449012043385,0.33618704053375137,0.81627,29,0.2275,29,0.238
VCA0545,CDS_UTRS,NC_002506,+,481778,483920,VSsrna24,sRNA,NC_002505,+,106481,106537,666,0,true,4.532511381946117e-137,3.1410620835724488e-136,4.345484139537015,8.777680381804398e-6,0.00018353331707409196,28,0.2387,29,0.2312
VC2095,CDS_UTRS,NC_002505,-,2255954,2257854,Vcr017,sRNA,NC_002505,-,350275,350367,662,0,true,0.0,0.0,99.22918637993038,0.9999999649667664,1.0,29,0.2356,28,0.2356
VC0244,CDS_UTRS,NC_002505,+,250455,251558,VqmR,sRNA,NC_002506,+,1031438,1031588,654,0,true,0.0,0.0,188.42804116002944,0.15565650864372127,0.6316215957446807,29,0.2294,29,0.2278
VC1492,CDS_UTRS,NC_002505,-,1597545,1602516,Vcr001,sRNA,NC_002505,+,21901,21941,635,0,true,0.0,0.0,23.740321601012287,0.00548975501264115,0.06887147197677079,29,0.2535,29,0.2173
VC2467,CDS_UTRS,NC_002505,-,2649174,2649946,Vcr001,sRNA,NC_002505,+,21901,21941,633,0,true,0.0,0.0,23.080260332876943,0.07027739930293712,0.4618229097050154,29,0.2164,29,0.2164
VSsrna24,sRNA,NC_002505,+,106481,106537,VqmR,sRNA,NC_002506,+,1031438,1031588,621,0,true,1.0,1.0,0.6153391988601056,1.0,1.0,29,0.2271,29,0.2448
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr001,sRNA,NC_002505,+,21901,21941,608,0,true,7.890215041091107e-117,5.212802070480857e-116,3.592898475762377,0.6079291568634041,0.9488121758241759,28,0.2401,28,0.2204
Vcr229,sRNA,NC_002506,+,897527,897726,CarZ,sRNA,NC_002505,-,2553978,2554044,608,0,true,0.0,0.0,37.60805428872865,1.690711383693528e-12,9.721590456237786e-11,29,0.2352,29,0.2253
fliD,CDS_UTRS,NC_002505,-,2293738,2295738,Vcr001,sRNA,NC_002505,+,21901,21941,607,0,true,0.0,0.0,24.054398998116525,9.07729944376785e-10,3.479631453444342e-8,28,0.2422,29,0.2372
FarS,sRNA,NC_002505,-,2266017,2266134,rplQ,CDS_UTRS,NC_002505,-,2750912,2751498,607,0,true,3.180701014129532e-231,2.7649778114055845e-230,9.077078246663973,0.1527921426730888,0.6312968769127622,29,0.2718,29,0.2306
Vcr222,sRNA,NC_002505,-,2783840,2783908,Vcr001,sRNA,NC_002505,+,21901,21941,582,0,true,1.0,1.0,0.03252039162658609,0.9511179270427298,1.0,29,0.3196,28,0.2234
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Vcr043,sRNA,NC_002505,+,1114590,1114749,575,0,true,0.0,0.0,62.37085716847519,0.5460022973500884,0.9100038289168141,29,0.2504,29,0.2435
VC0731,CDS_UTRS,NC_002505,-,786499,787489,Vcr043,sRNA,NC_002505,+,1114590,1114749,572,0,true,0.0,0.0,639.0824636286706,0.3615907704607266,0.8422383018867925,28,0.257,28,0.2028
aphA,CDS_UTRS,NC_002505,+,2821322,2822240,VSsrna24,sRNA,NC_002505,+,106481,106537,560,0,true,1.0156227711233562e-52,6.370140292299025e-52,2.3902715026951853,0.9988428382701582,1.0,29,0.2375,28,0.2446
VC0298,CDS_UTRS,NC_002505,-,304932,307171,Vcr001,sRNA,NC_002505,+,21901,21941,559,0,true,0.0,0.0,35.09263048831584,0.3576824836941634,0.8422383018867925,29,0.2469,29,0.2415
Vcr017,sRNA,NC_002505,-,350275,350367,VC0247,CDS_UTRS,NC_002505,+,253651,254466,559,0,true,0.0,0.0,108.13074099955136,0.9999999617734522,1.0,29,0.2719,29,0.2397
VC0553,CDS_UTRS,NC_002505,+,586646,587107,Vcr017,sRNA,NC_002505,-,350275,350367,555,0,true,0.0,0.0,86.09663291535395,0.8948461397726757,1.0,29,0.2793,29,0.2505
VSsrna24,sRNA,NC_002505,+,106481,106537,OppZ,sRNA,NC_002505,+,1164273,1164325,555,0,true,1.0,1.0,0.04759949604398724,1.6622954765009506e-7,4.9868864295028516e-6,29,0.2216,29,0.2162
VC0604,CDS_UTRS,NC_002505,+,633758,636564,Vcr001,sRNA,NC_002505,+,21901,21941,550,0,true,0.0,0.0,24.39712586772505,0.07240805505431816,0.4669304484811171,29,0.2255,29,0.2491
MicX,sRNA,NC_002506,-,893273,893616,Vcr214,sRNA,NC_002505,+,2376028,2376142,550,1,true,1.7918341536988725e-224,1.5307824537203297e-223,6.453463751014407,0.027652377098462563,0.2657411902806576,28,0.2127,29,0.1982
MicX,sRNA,NC_002506,-,893273,893616,VCA0689,CDS_UTRS,NC_002506,-,627699,628074,547,0,true,0.0,0.0,30.85233963511635,0.08123704552459277,0.4790902684783676,29,0.2267,29,0.2066
VC0137,CDS_UTRS,NC_002505,+,131385,132811,VSsrna24,sRNA,NC_002505,+,106481,106537,535,0,true,2.1293113413570486e-217,1.7732332262897777e-216,13.27698548475064,0.8357786113165636,1.0,29,0.2262,29,0.2037
VCA0156,CDS_UTRS,NC_002506,-,172609,172962,Vcr017,sRNA,NC_002505,-,350275,350367,532,0,true,0.0,0.0,85.16824631448719,0.04883120030176749,0.36150250000000006,29,0.2368,29,0.2632
FarS,sRNA,NC_002505,-,2266017,2266134,VrrA,sRNA,NC_002505,+,1878684,1878823,529,0,true,1.0,1.0,0.3079988903431226,0.4728341356835562,0.8717855813953489,29,0.2401,29,0.225
VC2677,CDS_UTRS,NC_002505,-,2843953,2845198,Vcr001,sRNA,NC_002505,+,21901,21941,526,0,true,2.360223e-317,2.4620855e-316,26.289801689636793,0.6244026754870597,0.9488121758241759,29,0.2243,29,0.2129
VqmR,sRNA,NC_002506,+,1031438,1031588,Vcr001,sRNA,NC_002505,+,21901,21941,517,0,true,0.03281881574580546,0.051461149373565204,1.0945726333601733,0.9976660434813867,1.0,29,0.2592,29,0.2263
Vcr229,sRNA,NC_002506,+,897527,897726,VqmR,sRNA,NC_002506,+,1031438,1031588,511,0,true,0.3674357631482403,0.4032434565668949,1.0164943347219437,0.007236386201483495,0.08462892337328155,29,0.2329,29,0.1977
CsrB,sRNA,NC_002505,-,196519,196932,VrrA,sRNA,NC_002505,+,1878684,1878823,502,0,true,0.0,0.0,321.09817353344033,4.1200747582872607e-7,1.0934044550839269e-5,29,0.243,28,0.243
VC0655,CDS_UTRS,NC_002505,+,700105,700711,Vcr017,sRNA,NC_002505,-,350275,350367,498,0,true,0.0,0.0,92.6171767367295,0.0004169388169809465,0.006393061860374513,29,0.259,29,0.2309
VC0112,CDS_UTRS,NC_002505,+,107209,108166,Vcr001,sRNA,NC_002505,+,21901,21941,485,0,true,2.4097164506337872e-287,2.4121505076546293e-286,24.432378419777876,0.014540498359839811,0.15925307727443602,29,0.2845,29,0.233
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr017,sRNA,NC_002505,-,350275,350367,479,0,true,2.3409238754058612e-247,2.0899599644389266e-246,9.435987817808005,0.999999999999342,1.0,29,0.2484,29,0.2463
gltD_2,CDS_UTRS,NC_002505,+,2542134,2543642,Vcr001,sRNA,NC_002505,+,21901,21941,479,0,true,1.7369553808920707e-278,1.6875713553569038e-277,22.765416813657932,0.0003344246505704791,0.005244386565764331,29,0.2171,29,0.2276
OppZ,sRNA,NC_002505,+,1164273,1164325,Vcr222,sRNA,NC_002505,-,2783840,2783908,477,0,true,0.9981318074614491,1.0,0.8749976334407333,1.0487711628221808e-69,1.4473042046946095e-67,29,0.2621,29,0.2243
FarS,sRNA,NC_002505,-,2266017,2266134,VqmR,sRNA,NC_002506,+,1031438,1031588,467,0,true,1.0,1.0,0.23742887845545527,0.98715444085911,1.0,28,0.212,28,0.2056
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,FarS,sRNA,NC_002505,-,2266017,2266134,467,0,true,1.934379578102605e-24,1.1343018709465572e-23,1.7161389696657805,0.7959309897873403,1.0,29,0.227,28,0.2334
VC0533,CDS_UTRS,NC_002505,+,563723,564695,Qrr3,sRNA,NC_002506,+,772258,772365,464,0,true,0.0,0.0,36.010995831566106,0.04539323791871309,0.36001533521737966,29,0.2263,29,0.2328
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr220,sRNA,NC_002505,+,2653872,2654007,449,0,true,0.0,0.0,669.456252958362,0.4728978536512816,0.8717855813953489,29,0.2316,29,0.2294
VC2669,CDS_UTRS,NC_002505,-,2836660,2837210,Vcr017,sRNA,NC_002505,-,350275,350367,448,0,true,0.0,0.0,90.05808720155872,0.09131137276465501,0.5129748837209301,29,0.2366,28,0.2321
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,Vcr001,sRNA,NC_002505,+,21901,21941,444,0,true,9.604048573949671e-54,6.062173335531289e-53,2.573135571388886,0.971584175984711,1.0,29,0.2365,29,0.241
CarZ,sRNA,NC_002505,-,2553978,2554044,Vcr001,sRNA,NC_002505,+,21901,21941,443,0,true,1.4931094460806792e-101,9.734680664907585e-101,4.1963335360605605,2.580810041340557e-5,0.00048128619689864446,30,0.3454,29,0.2641
VSsrna24,sRNA,NC_002505,+,106481,106537,VadR,sRNA,NC_002506,+,3202,3285,439,0,true,1.0,1.0,0.3530196568032493,0.9999999999431399,1.0,29,0.2301,28,0.1936
CsrD,sRNA,NC_002506,-,783782,784129,VSsrna24,sRNA,NC_002505,+,106481,106537,438,0,true,1.927269102190788e-179,1.457957007840512e-178,13.504048592775503,5.973057024908484e-22,5.151761683983567e-20,29,0.2397,29,0.226
VCA0892,CDS_UTRS,NC_002506,-,844999,845505,Vcr043,sRNA,NC_002505,+,1114590,1114749,437,0,true,0.0,0.0,632.1107622521569,0.6665828637978961,0.9744537627553991,28,0.2334,29,0.2357
pyrH,CDS_UTRS,NC_002505,-,2413472,2414323,Vcr017,sRNA,NC_002505,-,350275,350367,437,0,true,0.0,0.0,101.55824667726961,0.19448603358652705,0.670402710280374,29,0.2471,28,0.2197
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0278,CDS_UTRS,NC_002506,-,296306,297813,434,0,true,0.0,0.0,169.75616531310698,0.9981650248825484,1.0,29,0.2581,29,0.2373
MicX,sRNA,NC_002506,-,893273,893616,VSsrna24,sRNA,NC_002505,+,106481,106537,434,0,true,1.0,1.0,0.09097559576049077,0.3688949963493117,0.8422383018867925,28,0.2465,29,0.2581
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr017,sRNA,NC_002505,-,350275,350367,433,0,true,1.0,1.0,0.16913946937388183,0.9999999391371039,1.0,29,0.2148,29,0.2333
VC0249,CDS_UTRS,NC_002505,+,254753,256168,VqmR,sRNA,NC_002506,+,1031438,1031588,431,0,true,0.0,0.0,204.80972034970614,0.6777502613315375,0.9776258752515091,29,0.2784,28,0.2274
VC0403,CDS_UTRS,NC_002505,+,429391,430236,Vcr001,sRNA,NC_002505,+,21901,21941,425,0,true,3.11119390872166e-258,2.828617581232262e-257,26.911692279100297,3.587617550591887e-5,0.000651435818396948,28,0.2165,29,0.2071
VC0247,CDS_UTRS,NC_002505,+,253651,254466,Vcr017,sRNA,NC_002505,-,350275,350367,421,0,true,0.0,0.0,42.699088150608844,0.9999968010449951,1.0,29,0.2375,29,0.2328
Vcr083,sRNA,NC_002505,+,2472404,2472599,Spot42,sRNA,NC_002505,+,106076,106185,417,0,true,0.0,0.0,635.3470838004469,0.9878785924102159,1.0,29,0.2614,29,0.2374
VC0079,CDS_UTRS,NC_002505,+,77366,77792,Vcr017,sRNA,NC_002505,-,350275,350367,408,0,true,0.0,0.0,88.3089327612293,0.6891456869109462,0.9776258752515091,28,0.201,29,0.2132
grxA,CDS_UTRS,NC_002505,-,1217146,1217709,OppZ,sRNA,NC_002505,+,1164273,1164325,404,0,true,2.333910499236499e-199,1.8804108168645288e-198,18.878987857183297,0.6975409239738054,0.9776258752515091,29,0.2574,29,0.255
dnaA,CDS_UTRS,NC_002505,+,7197,8844,Vcr214,sRNA,NC_002505,+,2376028,2376142,402,0,true,0.0,0.0,836.0476247553239,0.9815901410956915,1.0,29,0.2662,29,0.291
VSsrna24,sRNA,NC_002505,+,106481,106537,Vcr043,sRNA,NC_002505,+,1114590,1114749,401,0,true,0.004235227801936058,0.00787450422461282,1.1547841246017345,0.9999998727286474,1.0,29,0.2195,29,0.1995
VC0243,CDS_UTRS,NC_002505,+,249323,250444,Vcr017,sRNA,NC_002505,-,350275,350367,401,0,true,2.0182004882931787e-159,1.4493019448540146e-158,6.397122065841229,0.42491399772706384,0.8559079661016948,28,0.2444,29,0.2469
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr017,sRNA,NC_002505,-,350275,350367,396,0,true,1.0,1.0,0.08063022524188843,0.9451577515796843,1.0,29,0.2525,29,0.2449
VCA0172,CDS_UTRS,NC_002506,-,189226,190182,Vcr214,sRNA,NC_002505,+,2376028,2376142,395,0,true,0.0,0.0,819.1286207748809,0.9877041156143346,1.0,29,0.2253,28,0.2101
VC1354:VC1350,IGR,NC_002505,-,1441390,1444611,Vcr001,sRNA,NC_002505,+,21901,21941,391,0,true,8.635283367814667e-246,7.640683765628871e-245,31.100965004517864,0.3546198932247078,0.8422383018867925,29,0.2251,29,0.1969
VC0036,CDS_UTRS,NC_002505,-,34311,35935,Vcr001,sRNA,NC_002505,+,21901,21941,386,0,true,5.582941174019412e-235,4.8961900030559616e-234,27.04532220608042,0.02772951550754688,0.2657411902806576,29,0.2254,29,0.228
VC2529,CDS_UTRS,NC_002505,+,2711883,2713373,Vcr001,sRNA,NC_002505,+,21901,21941,382,0,true,5.740123371324539e-230,4.946488922593581e-229,25.840333885851095,0.0790759873848665,0.4789466593983506,29,0.2304,29,0.2565
Vcr229,sRNA,NC_002506,+,897527,897726,Vcr017,sRNA,NC_002505,-,350275,350367,382,0,true,1.0,1.0,0.3026702970755297,4.993260941579409e-7,1.2760555739591824e-5,29,0.2644,29,0.2565
Vcr067,sRNA,NC_002505,+,1801887,1802121,Vcr214,sRNA,NC_002505,+,2376028,2376142,381,2,true,0.0,0.0,684.4530798511818,3.7351457635385406e-5,0.0006608334812414342,29,0.2598,29,0.2178
FarS,sRNA,NC_002505,-,2266017,2266134,Vcr043,sRNA,NC_002505,+,1114590,1114749,374,0,true,1.0,1.0,0.5603146598096043,0.9999999999973227,1.0,29,0.2567,29,0.2166
VC2059,CDS_UTRS,NC_002505,-,2214137,2214661,VSsrna24,sRNA,NC_002505,+,106481,106537,366,0,true,4.7639300768329464e-63,3.026317119321442e-62,3.6095549400224938,0.011501612825032221,0.12800182014955214,29,0.2541,29,0.2623
VC2217,CDS_UTRS,NC_002505,-,2371285,2374336,Vcr017,sRNA,NC_002505,-,350275,350367,362,0,true,0.0,0.0,92.7877712464203,0.9415398866674812,1.0,29,0.2486,29,0.2541
VC1620,CDS_UTRS,NC_002505,-,1732696,1741567,Vcr017,sRNA,NC_002505,-,350275,350367,362,34,true,0.0,0.0,82.84453535645638,0.9999620968285916,1.0,119,0.2873,29,0.268
VSsrna24,sRNA,NC_002505,+,106481,106537,VrrA,sRNA,NC_002505,+,1878684,1878823,361,0,true,1.0,1.0,0.39146777004419586,0.9998409377366627,1.0,29,0.2161,29,0.2299
Vcr017,sRNA,NC_002505,-,350275,350367,VrrA,sRNA,NC_002505,+,1878684,1878823,360,0,true,1.678874988629458e-14,9.453210873476096e-14,1.5561421106758377,1.0,1.0,29,0.2528,29,0.2444
recR,CDS_UTRS,NC_002505,+,1125183,1125985,OppZ,sRNA,NC_002505,+,1164273,1164325,360,0,true,4.2065700711783984e-185,3.256805422295151e-184,21.788520699926803,5.99253549745553e-10,2.7565663288295438e-8,29,0.2611,29,0.2056
FarS,sRNA,NC_002505,-,2266017,2266134,VadR,sRNA,NC_002506,+,3202,3285,358,0,true,1.0,1.0,0.14950148990432155,0.99152963063096,1.0,29,0.2486,29,0.2402
Vcr228,sRNA,NC_002506,+,787266,787431,Vcr229,sRNA,NC_002506,+,897527,897726,350,0,true,6.20605803e-316,6.34041599e-315,28.28273221782809,3.704808800679672e-7,1.0225272289875895e-5,30,0.26,29,0.2914
